          TIME           E/N             E             N            N2         N2(A)         N2(B)        N2(A')         N2(C)           N^+          N2^+          N3^+          N4^+
   1.14871E-03   1.51246E+02   5.09814E+06   3.06596E+12   2.44746E+19   2.29747E+13   4.23549E+08   2.51647E+10   4.44830E+08   2.86307E+05   1.00168E+12   3.52960E+12   4.36158E+05
   1.16042E-03   1.43513E+02   1.54091E+06   3.11925E+12   2.44746E+19   1.90119E+13   2.39238E+08   1.30814E+10   2.38952E+08   2.02834E+05   9.33829E+11   3.60119E+12   4.79574E+06
   1.17330E-03   1.31956E+02   3.18094E+05   3.15985E+12   2.44746E+19   1.55621E+13   1.44330E+08   7.49907E+09   1.40302E+08   1.21474E+05   8.74111E+11   3.66125E+12   1.46264E+08
   1.18853E-03   1.14450E+02   7.90941E+04   3.18990E+12   2.44746E+19   1.25344E+13   9.11644E+07   4.67521E+09   8.81175E+07   5.54223E+04   8.05344E+11   3.71359E+12   1.66231E+10
   1.20726E-03   8.77751E+01   1.18131E+05   3.17784E+12   2.44746E+19   9.88833E+12   5.65962E+07   2.89440E+09   5.46190E+07   4.67949E+04   6.89059E+10   3.70499E+12   7.61670E+11
   1.22248E-03   5.66951E+01   4.07495E+05   3.16562E+12   2.44746E+19   8.27986E+12   3.95134E+07   2.01847E+09   3.81475E+07   1.48494E+04   2.47727E+08   3.69362E+12   8.41697E+11
   1.24239E-03   2.11452E+01   1.68002E+06   3.14976E+12   2.44746E+19   6.66499E+12   2.55566E+07   1.30610E+09   2.47041E+07   3.74353E+03   3.80986E+06   3.67886E+12   8.56690E+11
   1.25000E-03   7.85506E+00   1.33046E+06   3.14373E+12   2.44746E+19   6.15736E+12   2.18112E+07   1.11460E+09   2.10842E+07   2.80192E+03   1.93035E+06   3.67325E+12   8.62293E+11
   1.25703E-03   2.28291E+01   9.72588E+05   3.13818E+12   2.44746E+19   5.73212E+12   1.89021E+07   9.65874E+08   1.82725E+07   3.97860E+03   4.38098E+06   3.66810E+12   8.67443E+11
   1.26522E-03   3.93613E+01   1.67993E+06   3.13173E+12   2.44746E+19   5.28205E+12   1.60601E+07   8.20257E+08   1.55168E+07   7.39519E+03   2.31668E+07   3.66210E+12   8.73412E+11
   1.27459E-03   5.80379E+01   2.70986E+06   3.12438E+12   2.44746E+19   4.82553E+12   1.39426E+07   7.01745E+08   1.31337E+07   1.62020E+04   3.19874E+08   3.65529E+12   8.79918E+11
   1.28279E-03   7.61879E+01   3.29342E+06   3.11800E+12   2.44746E+19   4.49488E+12   1.58921E+07   7.87020E+08   1.37248E+07   3.35328E+04   7.67460E+09   3.64949E+12   8.78365E+11
   1.29098E-03   9.24698E+01   1.40914E+06   3.11219E+12   2.44746E+19   4.19888E+12   1.52984E+07   8.05655E+08   1.38375E+07   5.31969E+04   1.77478E+11   3.64678E+12   7.11337E+11
   1.29918E-03   1.07939E+02   1.19630E+06   3.10825E+12   2.44746E+19   3.95079E+12   1.78444E+07   1.02664E+09   1.70369E+07   4.76735E+04   7.95844E+11   3.65443E+12   8.55622E+10
   1.30504E-03   1.20367E+02   4.99630E+06   3.10565E+12   2.44746E+19   4.04190E+12   6.58352E+07   4.41177E+09   6.84755E+07   7.35207E+04   8.73257E+11   3.66052E+12   3.76546E+09
   1.30972E-03   1.28880E+02   1.12512E+07   3.10401E+12   2.44746E+19   4.56016E+12   1.73303E+08   1.23923E+10   1.92032E+08   1.05392E+05   8.76631E+11   3.66571E+12   3.55816E+08
   1.31440E-03   1.35620E+02   1.98994E+07   3.10352E+12   2.44746E+19   5.80143E+12   3.56644E+08   2.64295E+10   4.12121E+08   1.39977E+05   8.83765E+11   3.67198E+12   5.03085E+07
   1.31674E-03   1.40151E+02   2.95123E+07   3.10402E+12   2.44746E+19   6.85763E+12   5.82162E+08   4.40869E+10   6.90294E+08   1.69188E+05   8.92113E+11   3.67585E+12   1.29430E+07
   1.32026E-03   1.43312E+02   3.75940E+07   3.10637E+12   2.44746E+19   9.03368E+12   8.03549E+08   6.13622E+10   9.65969E+08   1.95657E+05   9.11675E+11   3.68333E+12   4.98575E+06
   1.32377E-03   1.46620E+02   4.35645E+07   3.11120E+12   2.44746E+19   1.16677E+13   1.01621E+09   7.80409E+10   1.23621E+09   2.28788E+05   9.37975E+11   3.69339E+12   1.81098E+06
   1.32963E-03   1.50183E+02   4.79358E+07   3.12623E+12   2.44746E+19   1.65344E+13   1.26012E+09   9.62220E+10   1.53996E+09   2.77759E+05   9.91489E+11   3.71749E+12   6.10002E+05
   1.33548E-03   1.53732E+02   5.03961E+07   3.15114E+12   2.44746E+19   2.14506E+13   1.50117E+09   1.13616E+11   1.83716E+09   3.38307E+05   1.05136E+12   3.75203E+12   2.02285E+05
   1.34251E-03   1.56468E+02   4.97976E+07   3.19474E+12   2.44746E+19   2.66280E+13   1.68883E+09   1.25474E+11   2.05188E+09   4.03445E+05   1.12005E+12   3.80803E+12   8.65883E+04
   1.34719E-03   1.58225E+02   4.69384E+07   3.23144E+12   2.44746E+19   2.93273E+13   1.73897E+09   1.27481E+11   2.09978E+09   4.49469E+05   1.15845E+12   3.85348E+12   4.94928E+04
   1.35656E-03   1.59262E+02   4.12108E+07   3.31755E+12   2.44746E+19   3.25427E+13   1.72091E+09   1.22755E+11   2.04358E+09   4.98841E+05   1.20698E+12   3.95815E+12   3.62396E+04
   1.36475E-03   1.59664E+02   3.31100E+07   3.39974E+12   2.44746E+19   3.31566E+13   1.53184E+09   1.06560E+11   1.78982E+09   5.22886E+05   1.21709E+12   4.05739E+12   3.18611E+04
   1.37178E-03   1.59109E+02   2.50752E+07   3.46909E+12   2.44746E+19   3.22598E+13   1.27378E+09   8.62409E+10   1.46104E+09   5.16836E+05   1.20233E+12   4.14168E+12   3.80423E+04
   1.37881E-03   1.57888E+02   1.75190E+07   3.53296E+12   2.44746E+19   3.03470E+13   9.92063E+08   6.50488E+10   1.11312E+09   4.90402E+05   1.16987E+12   4.22051E+12   5.60231E+04
   1.38700E-03   1.55735E+02   1.07524E+07   3.59716E+12   2.44746E+19   2.73993E+13   7.05542E+08   4.44092E+10   7.69934E+08   4.42115E+05   1.11904E+12   4.30190E+12   1.10584E+05
   1.39871E-03   1.51246E+02   5.09814E+06   3.66805E+12   2.44746E+19   2.29633E+13   4.23246E+08   2.51493E+10   4.44538E+08   3.56217E+05   1.04170E+12   4.39652E+12   4.53583E+05
   1.41042E-03   1.43513E+02   1.54091E+06   3.71783E+12   2.44746E+19   1.90009E+13   2.38997E+08   1.30691E+10   2.38719E+08   2.51873E+05   9.72899E+11   4.46906E+12   4.99639E+06
   1.42330E-03   1.31956E+02   3.18094E+05   3.75402E+12   2.44746E+19   1.55515E+13   1.44142E+08   7.48943E+09   1.40120E+08   1.50718E+05   9.12888E+11   4.52940E+12   1.52752E+08
   1.43853E-03   1.14450E+02   7.90941E+04   3.77830E+12   2.44746E+19   1.25245E+13   9.10222E+07   4.66794E+09   8.79797E+07   6.87751E+04   8.43741E+11   4.58134E+12   1.74156E+10
   1.45726E-03   8.77751E+01   1.18131E+05   3.75931E+12   2.44746E+19   9.88090E+12   5.65122E+07   2.89009E+09   5.45375E+07   5.83743E+04   7.26616E+10   4.56666E+12   8.03183E+11
   1.47248E-03   5.66951E+01   4.07495E+05   3.74159E+12   2.44746E+19   8.27390E+12   3.94569E+07   2.01557E+09   3.80927E+07   1.86050E+04   2.62662E+08   4.55000E+12   8.92236E+11
   1.49239E-03   2.11452E+01   1.68002E+06   3.71862E+12   2.44746E+19   6.66038E+12   2.55216E+07   1.30430E+09   2.46700E+07   4.71559E+03   4.07861E+06   4.52842E+12   9.14058E+11
   1.50000E-03   7.85506E+00   1.33046E+06   3.70990E+12   2.44746E+19   6.15315E+12   2.17817E+07   1.11307E+09   2.10554E+07   3.53639E+03   2.07442E+06   4.52024E+12   9.22238E+11
   1.50703E-03   2.28291E+01   9.72588E+05   3.70188E+12   2.44746E+19   5.72825E+12   1.88769E+07   9.64571E+08   1.82478E+07   5.03039E+03   4.70971E+06   4.51272E+12   9.29753E+11
   1.51522E-03   3.93613E+01   1.67992E+06   3.69256E+12   2.44746E+19   5.27855E+12   1.60392E+07   8.19173E+08   1.54963E+07   9.36894E+03   2.49186E+07   4.50398E+12   9.38461E+11
   1.52459E-03   5.80379E+01   2.70986E+06   3.68196E+12   2.44746E+19   4.82236E+12   1.39253E+07   7.00846E+08   1.31167E+07   2.05719E+04   3.44702E+08   4.49406E+12   9.48054E+11
   1.53279E-03   7.61879E+01   3.29342E+06   3.67274E+12   2.44746E+19   4.49196E+12   1.58773E+07   7.86249E+08   1.37102E+07   4.26568E+04   8.28832E+09   4.48558E+12   9.48592E+11
   1.54098E-03   9.24698E+01   1.40914E+06   3.66390E+12   2.44746E+19   4.19605E+12   1.52850E+07   8.04957E+08   1.38242E+07   6.77720E+04   1.92058E+11   4.48069E+12   7.69773E+11
   1.54918E-03   1.07939E+02   1.19630E+06   3.65629E+12   2.44746E+19   3.94754E+12   1.78299E+07   1.02589E+09   1.70227E+07   6.07562E+04   8.62218E+11   4.48784E+12   9.26981E+10
   1.55504E-03   1.20367E+02   4.99630E+06   3.65105E+12   2.44746E+19   4.03835E+12   6.58194E+07   4.41101E+09   6.84596E+07   9.37009E+04   9.46697E+11   4.49369E+12   4.08213E+09
   1.55972E-03   1.28880E+02   1.12512E+07   3.64736E+12   2.44746E+19   4.55634E+12   1.73284E+08   1.23914E+10   1.92012E+08   1.34280E+05   9.50537E+11   4.49870E+12   3.85813E+08
   1.56440E-03   1.35620E+02   1.98994E+07   3.64492E+12   2.44746E+19   5.79728E+12   3.56617E+08   2.64281E+10   4.12094E+08   1.78166E+05   9.57791E+11   4.50488E+12   5.45225E+07
   1.56674E-03   1.40151E+02   2.95123E+07   3.64451E+12   2.44746E+19   6.85327E+12   5.82129E+08   4.40852E+10   6.90261E+08   2.15131E+05   9.66132E+11   4.50876E+12   1.40169E+07
   1.57026E-03   1.43312E+02   3.75940E+07   3.64562E+12   2.44746E+19   9.02892E+12   8.03500E+08   6.13597E+10   9.65922E+08   2.48230E+05   9.85549E+11   4.51637E+12   5.38975E+06
   1.57377E-03   1.46620E+02   4.35645E+07   3.64938E+12   2.44746E+19   1.16624E+13   1.01614E+09   7.80374E+10   1.23614E+09   2.89407E+05   1.01151E+12   4.52677E+12   1.95296E+06
   1.57963E-03   1.50183E+02   4.79358E+07   3.66308E+12   2.44746E+19   1.65279E+13   1.26000E+09   9.62159E+10   1.53985E+09   3.49256E+05   1.06398E+12   4.55191E+12   6.54601E+05
   1.58548E-03   1.53732E+02   5.03961E+07   3.68719E+12   2.44746E+19   2.14428E+13   1.50098E+09   1.13605E+11   1.83697E+09   4.22536E+05   1.12220E+12   4.58810E+12   2.15915E+05
   1.59251E-03   1.56468E+02   4.97976E+07   3.73041E+12   2.44746E+19   2.66183E+13   1.68853E+09   1.25459E+11   2.05159E+09   4.99777E+05   1.18824E+12   4.64674E+12   9.18595E+04
   1.59719E-03   1.58225E+02   4.69384E+07   3.76709E+12   2.44746E+19   2.93165E+13   1.73861E+09   1.27463E+11   2.09942E+09   5.53894E+05   1.22458E+12   4.69425E+12   5.23181E+04
   1.60656E-03   1.59262E+02   4.12108E+07   3.85336E+12   2.44746E+19   3.25301E+13   1.72045E+09   1.22732E+11   2.04312E+09   6.09066E+05   1.26874E+12   4.80327E+12   3.80942E+04
   1.61475E-03   1.59664E+02   3.31100E+07   3.93554E+12   2.44746E+19   3.31431E+13   1.53132E+09   1.06533E+11   1.78932E+09   6.34174E+05   1.27515E+12   4.90622E+12   3.33810E+04
   1.62178E-03   1.59109E+02   2.50752E+07   4.00460E+12   2.44746E+19   3.22457E+13   1.27325E+09   8.62143E+10   1.46054E+09   6.24017E+05   1.25753E+12   4.99336E+12   3.97890E+04
   1.62881E-03   1.57888E+02   1.75190E+07   4.06782E+12   2.44746E+19   3.03329E+13   9.91563E+08   6.50224E+10   1.11264E+09   5.90122E+05   1.22265E+12   5.07461E+12   5.85508E+04
   1.63700E-03   1.55735E+02   1.07524E+07   4.13077E+12   2.44746E+19   2.73853E+13   7.05101E+08   4.43863E+10   7.69509E+08   5.30639E+05   1.16960E+12   5.15822E+12   1.15581E+05
   1.64871E-03   1.51246E+02   5.09814E+06   4.19902E+12   2.44746E+19   2.29498E+13   4.22892E+08   2.51312E+10   4.44195E+08   4.26750E+05   1.09015E+12   5.25494E+12   4.74682E+05
   1.66042E-03   1.43513E+02   1.54091E+06   4.24540E+12   2.44746E+19   1.89880E+13   2.38714E+08   1.30546E+10   2.38445E+08   3.01617E+05   1.02027E+12   5.32856E+12   5.23964E+06
   1.67330E-03   1.31956E+02   3.18094E+05   4.27715E+12   2.44746E+19   1.55391E+13   1.43921E+08   7.47813E+09   1.39906E+08   1.80565E+05   9.59907E+11   5.38925E+12   1.60620E+08
   1.68853E-03   1.14450E+02   7.90941E+04   4.29548E+12   2.44746E+19   1.25128E+13   9.08540E+07   4.65933E+09   8.78168E+07   8.24993E+04   8.90253E+11   5.44074E+12   1.83757E+10
   1.70726E-03   8.77751E+01   1.18131E+05   4.26886E+12   2.44746E+19   9.87219E+12   5.64135E+07   2.88503E+09   5.44419E+07   7.03899E+04   7.71598E+10   5.41932E+12   8.52902E+11
   1.72248E-03   5.66951E+01   4.07495E+05   4.24507E+12   2.44746E+19   8.26695E+12   3.93911E+07   2.01219E+09   3.80288E+07   2.25291E+04   2.80400E+08   5.39682E+12   9.52281E+11
   1.74239E-03   2.11452E+01   1.68002E+06   4.21428E+12   2.44746E+19   6.65505E+12   2.54810E+07   1.30221E+09   2.46305E+07   5.73927E+03   4.39397E+06   5.36771E+12   9.81641E+11
   1.75000E-03   7.85506E+00   1.33046E+06   4.20261E+12   2.44746E+19   6.14829E+12   2.17476E+07   1.11132E+09   2.10221E+07   4.31195E+03   2.24280E+06   5.35669E+12   9.92658E+11
   1.75703E-03   2.28291E+01   9.72588E+05   4.19187E+12   2.44746E+19   5.72372E+12   1.88474E+07   9.63050E+08   1.82190E+07   6.14360E+03   5.09373E+06   5.34657E+12   1.00277E+12
   1.76522E-03   3.93613E+01   1.67992E+06   4.17941E+12   2.44746E+19   5.27441E+12   1.60143E+07   8.17888E+08   1.54720E+07   1.14633E+04   2.69639E+07   5.33482E+12   1.01449E+12
   1.77459E-03   5.80379E+01   2.70986E+06   4.16524E+12   2.44746E+19   4.81863E+12   1.39048E+07   6.99788E+08   1.30967E+07   2.52215E+04   3.73636E+08   5.32148E+12   1.02747E+12
   1.78279E-03   7.61879E+01   3.29342E+06   4.15290E+12   2.44746E+19   4.48853E+12   1.58599E+07   7.85344E+08   1.36931E+07   5.23864E+04   9.00203E+09   5.31007E+12   1.03026E+12
   1.79098E-03   9.24698E+01   1.40914E+06   4.14078E+12   2.44746E+19   4.19273E+12   1.52693E+07   8.04140E+08   1.38088E+07   8.33430E+04   2.08984E+11   5.30280E+12   8.37612E+11
   1.79918E-03   1.07939E+02   1.19630E+06   4.12924E+12   2.44746E+19   3.94376E+12   1.78131E+07   1.02502E+09   1.70061E+07   7.47444E+04   9.39238E+11   5.30941E+12   1.00979E+11
   1.80504E-03   1.20367E+02   4.99630E+06   4.12118E+12   2.44746E+19   4.03422E+12   6.58002E+07   4.40998E+09   6.84410E+07   1.15285E+05   1.03189E+12   5.31500E+12   4.44949E+09
   1.80972E-03   1.28880E+02   1.12512E+07   4.11530E+12   2.44746E+19   4.55191E+12   1.73262E+08   1.23902E+10   1.91990E+08   1.65170E+05   1.03625E+12   5.31982E+12   4.20603E+08
   1.81440E-03   1.35620E+02   1.98994E+07   4.11080E+12   2.44746E+19   5.79248E+12   3.56585E+08   2.64265E+10   4.12063E+08   2.18945E+05   1.04362E+12   5.32591E+12   5.94084E+07
   1.81674E-03   1.40151E+02   2.95123E+07   4.10942E+12   2.44746E+19   6.84823E+12   5.82090E+08   4.40832E+10   6.90222E+08   2.64120E+05   1.05194E+12   5.32981E+12   1.52618E+07
   1.82026E-03   1.43312E+02   3.75940E+07   4.10924E+12   2.44746E+19   9.02342E+12   8.03444E+08   6.13569E+10   9.65866E+08   3.04109E+05   1.07118E+12   5.33761E+12   5.85803E+06
   1.82377E-03   1.46620E+02   4.35645E+07   4.11192E+12   2.44746E+19   1.16563E+13   1.01606E+09   7.80333E+10   1.23606E+09   3.53565E+05   1.09674E+12   5.34840E+12   2.11751E+06
   1.82963E-03   1.50183E+02   4.79358E+07   4.12433E+12   2.44746E+19   1.65205E+13   1.25986E+09   9.62088E+10   1.53971E+09   4.24284E+05   1.14798E+12   5.37477E+12   7.06281E+05
   1.83548E-03   1.53732E+02   5.03961E+07   4.14780E+12   2.44746E+19   2.14337E+13   1.50076E+09   1.13594E+11   1.83676E+09   5.10095E+05   1.20428E+12   5.41286E+12   2.31709E+05
   1.84251E-03   1.56468E+02   4.97976E+07   4.19094E+12   2.44746E+19   2.66071E+13   1.68819E+09   1.25442E+11   2.05126E+09   5.98829E+05   1.26727E+12   5.47455E+12   9.79693E+04
   1.84719E-03   1.58225E+02   4.69384E+07   4.22786E+12   2.44746E+19   2.93041E+13   1.73819E+09   1.27443E+11   2.09902E+09   6.60572E+05   1.30125E+12   5.52442E+12   5.55937E+04
   1.85656E-03   1.59262E+02   4.12108E+07   4.31484E+12   2.44746E+19   3.25157E+13   1.71992E+09   1.22706E+11   2.04260E+09   7.20541E+05   1.34041E+12   5.63843E+12   4.02460E+04
   1.86475E-03   1.59664E+02   3.31100E+07   4.39754E+12   2.44746E+19   3.31276E+13   1.53073E+09   1.06503E+11   1.78875E+09   7.46091E+05   1.34257E+12   5.74563E+12   3.51458E+04
   1.87178E-03   1.59109E+02   2.50752E+07   4.46671E+12   2.44746E+19   3.22299E+13   1.27267E+09   8.61848E+10   1.45997E+09   7.31531E+05   1.32167E+12   5.83603E+12   4.18185E+04
   1.87881E-03   1.57888E+02   1.75190E+07   4.52963E+12   2.44746E+19   3.03170E+13   9.91017E+08   6.49954E+10   1.11211E+09   6.90094E+05   1.28400E+12   5.92007E+12   6.14888E+04
   1.88700E-03   1.55735E+02   1.07524E+07   4.59167E+12   2.44746E+19   2.73695E+13   7.04604E+08   4.43610E+10   7.69027E+08   6.19491E+05   1.22838E+12   6.00625E+12   1.21389E+05
   1.89871E-03   1.51246E+02   5.09814E+06   4.65765E+12   2.44746E+19   2.29343E+13   4.22482E+08   2.51102E+10   4.43798E+08   4.97807E+05   1.14645E+12   6.10546E+12   4.99197E+05
   1.91042E-03   1.43513E+02   1.54091E+06   4.70081E+12   2.44746E+19   1.89731E+13   2.38390E+08   1.30380E+10   2.38132E+08   3.51965E+05   1.07524E+12   6.18041E+12   5.52195E+06
   1.92330E-03   1.31956E+02   3.18094E+05   4.72822E+12   2.44746E+19   1.55250E+13   1.43668E+08   7.46520E+09   1.39661E+08   2.10931E+05   1.01436E+12   6.24160E+12   1.69732E+08
   1.93853E-03   1.14450E+02   7.90941E+04   4.74059E+12   2.44746E+19   1.24995E+13   9.06620E+07   4.64951E+09   8.76308E+07   9.65407E+04   9.43959E+11   6.29274E+12   1.94842E+10
   1.95726E-03   8.77751E+01   1.18131E+05   4.70589E+12   2.44746E+19   9.86221E+12   5.63004E+07   2.87923E+09   5.43323E+07   8.27681E+04   8.23028E+10   6.26414E+12   9.09750E+11
   1.97248E-03   5.66951E+01   4.07495E+05   4.67566E+12   2.44746E+19   8.25902E+12   3.93161E+07   2.00833E+09   3.79560E+07   2.65910E+04   3.00537E+08   6.23543E+12   1.02046E+12
   1.99239E-03   2.11452E+01   1.68002E+06   4.63659E+12   2.44746E+19   6.64900E+12   2.54350E+07   1.29984E+09   2.45857E+07   6.80438E+03   4.74822E+06   6.19835E+12   1.05781E+12
   2.00000E-03   7.85506E+00   1.33046E+06   4.62178E+12   2.44746E+19   6.14279E+12   2.17090E+07   1.10933E+09   2.09845E+07   5.12027E+03   2.43124E+06   6.18433E+12   1.07183E+12
   2.00703E-03   2.28291E+01   9.72588E+05   4.60819E+12   2.44746E+19   5.71869E+12   1.88145E+07   9.61350E+08   1.81869E+07   7.30552E+03   5.52337E+06   6.17146E+12   1.08470E+12
   2.01522E-03   3.93613E+01   1.67992E+06   4.59240E+12   2.44746E+19   5.26984E+12   1.59868E+07   8.16470E+08   1.54452E+07   1.36528E+04   2.92510E+07   6.15653E+12   1.09960E+12
   2.02459E-03   5.80379E+01   2.70986E+06   4.57447E+12   2.44746E+19   4.81451E+12   1.38823E+07   6.98628E+08   1.30746E+07   3.00901E+04   4.05937E+08   6.13959E+12   1.11615E+12
   2.03279E-03   7.61879E+01   3.29342E+06   4.55886E+12   2.44746E+19   4.48476E+12   1.58407E+07   7.84364E+08   1.36743E+07   6.25869E+04   9.79729E+09   6.12508E+12   1.12126E+12
   2.04098E-03   9.24698E+01   1.40914E+06   4.54329E+12   2.44746E+19   4.18908E+12   1.52520E+07   8.03243E+08   1.37918E+07   9.96833E+04   2.27812E+11   6.11531E+12   9.13077E+11
   2.04918E-03   1.07939E+02   1.19630E+06   4.52767E+12   2.44746E+19   3.93961E+12   1.77946E+07   1.02407E+09   1.69879E+07   8.94266E+04   1.02485E+12   6.12141E+12   1.10183E+11
   2.05504E-03   1.20367E+02   4.99630E+06   4.51669E+12   2.44746E+19   4.02968E+12   6.57795E+07   4.40892E+09   6.84207E+07   1.37937E+05   1.12654E+12   6.12675E+12   4.85760E+09
   2.05972E-03   1.28880E+02   1.12512E+07   4.50855E+12   2.44746E+19   4.54705E+12   1.73236E+08   1.23888E+10   1.91965E+08   1.97573E+05   1.13143E+12   6.13141E+12   4.59235E+08
   2.06440E-03   1.35620E+02   1.98994E+07   4.50191E+12   2.44746E+19   5.78720E+12   3.56550E+08   2.64248E+10   4.12029E+08   2.61664E+05   1.13889E+12   6.13744E+12   6.48315E+07
   2.06674E-03   1.40151E+02   2.95123E+07   4.49955E+12   2.44746E+19   6.84270E+12   5.82046E+08   4.40811E+10   6.90180E+08   3.15373E+05   1.14716E+12   6.14139E+12   1.66433E+07
   2.07026E-03   1.43312E+02   3.75940E+07   4.49806E+12   2.44746E+19   9.01738E+12   8.03382E+08   6.13537E+10   9.65806E+08   3.62406E+05   1.16617E+12   6.14941E+12   6.37751E+06
   2.07377E-03   1.46620E+02   4.35645E+07   4.49966E+12   2.44746E+19   1.16496E+13   1.01597E+09   7.80288E+10   1.23597E+09   4.20252E+05   1.19126E+12   6.16067E+12   2.30000E+06
   2.07963E-03   1.50183E+02   4.79358E+07   4.51087E+12   2.44746E+19   1.65123E+13   1.25970E+09   9.62011E+10   1.53956E+09   5.01697E+05   1.24110E+12   6.18844E+12   7.63573E+05
   2.08548E-03   1.53732E+02   5.03961E+07   4.53386E+12   2.44746E+19   2.14237E+13   1.50052E+09   1.13582E+11   1.83652E+09   5.99701E+05   1.29526E+12   6.22867E+12   2.49214E+05
   2.09251E-03   1.56468E+02   4.97976E+07   4.57721E+12   2.44746E+19   2.65949E+13   1.68782E+09   1.25423E+11   2.05090E+09   6.99225E+05   1.35484E+12   6.29375E+12   1.04739E+05
   2.09719E-03   1.58225E+02   4.69384E+07   4.61460E+12   2.44746E+19   2.92905E+13   1.73774E+09   1.27420E+11   2.09858E+09   7.68079E+05   1.38621E+12   6.34624E+12   5.92232E+04
   2.10656E-03   1.59262E+02   4.12108E+07   4.70283E+12   2.44746E+19   3.24999E+13   1.71933E+09   1.22676E+11   2.04203E+09   8.31868E+05   1.41983E+12   6.46578E+12   4.26304E+04
   2.11475E-03   1.59664E+02   3.31100E+07   4.78650E+12   2.44746E+19   3.31106E+13   1.53009E+09   1.06470E+11   1.78812E+09   8.57281E+05   1.41728E+12   6.57767E+12   3.71017E+04
   2.12178E-03   1.59109E+02   2.50752E+07   4.85616E+12   2.44746E+19   3.22125E+13   1.27203E+09   8.61517E+10   1.45935E+09   8.38096E+05   1.39276E+12   6.67170E+12   4.40678E+04
   2.12881E-03   1.57888E+02   1.75190E+07   4.91912E+12   2.44746E+19   3.02995E+13   9.90403E+08   6.49639E+10   1.11151E+09   7.89123E+05   1.35200E+12   6.75883E+12   6.47451E+04
   2.13700E-03   1.55735E+02   1.07524E+07   4.98058E+12   2.44746E+19   2.73521E+13   7.04055E+08   4.43328E+10   7.68498E+08   7.07588E+05   1.29350E+12   6.84788E+12   1.27826E+05
   2.14871E-03   1.51246E+02   5.09814E+06   5.04462E+12   2.44746E+19   2.29176E+13   4.22042E+08   2.50877E+10   4.43372E+08   5.68483E+05   1.20879E+12   6.94987E+12   5.26340E+05
   2.16042E-03   1.43513E+02   1.54091E+06   5.08481E+12   2.44746E+19   1.89570E+13   2.38039E+08   1.30201E+10   2.37792E+08   4.02237E+05   1.13602E+12   7.02638E+12   5.83409E+06
   2.17330E-03   1.31956E+02   3.18094E+05   5.10804E+12   2.44746E+19   1.55096E+13   1.43393E+08   7.45116E+09   1.39395E+08   2.41376E+05   1.07446E+12   7.08824E+12   1.79789E+08
   2.18853E-03   1.14450E+02   7.90941E+04   5.11454E+12   2.44746E+19   1.24849E+13   9.04535E+07   4.63885E+09   8.74290E+07   1.10679E+05   1.00308E+12   7.13915E+12   2.07045E+10
   2.20726E-03   8.77751E+01   1.18131E+05   5.07153E+12   2.44746E+19   9.85143E+12   5.61783E+07   2.87297E+09   5.42140E+07   9.52902E+04   8.79233E+10   7.10315E+12   9.71875E+11
   2.22248E-03   5.66951E+01   4.07495E+05   5.03466E+12   2.44746E+19   8.25048E+12   3.92351E+07   2.00418E+09   3.78775E+07   3.07126E+04   3.22425E+08   7.06803E+12   1.09459E+12
   2.24239E-03   2.11452E+01   1.68002E+06   4.98707E+12   2.44746E+19   6.64250E+12   2.53856E+07   1.29730E+09   2.45377E+07   7.88849E+03   5.13018E+06   7.02275E+12   1.14017E+12
   2.25000E-03   7.85506E+00   1.33046E+06   4.96906E+12   2.44746E+19   6.13690E+12   2.16676E+07   1.10720E+09   2.09443E+07   5.94379E+03   2.63386E+06   7.00565E+12   1.15727E+12
   2.25703E-03   2.28291E+01   9.72588E+05   4.95252E+12   2.44746E+19   5.71326E+12   1.87791E+07   9.59530E+08   1.81525E+07   8.49021E+03   5.98518E+06   6.98995E+12   1.17295E+12
   2.26522E-03   3.93613E+01   1.67993E+06   4.93334E+12   2.44746E+19   5.26490E+12   1.59572E+07   8.14941E+08   1.54163E+07   1.58869E+04   3.17084E+07   6.97176E+12   1.19111E+12
   2.27459E-03   5.80379E+01   2.70986E+06   4.91156E+12   2.44746E+19   4.81008E+12   1.38580E+07   6.97368E+08   1.30509E+07   3.50619E+04   4.40597E+08   6.95114E+12   1.21131E+12
   2.28279E-03   7.61879E+01   3.29342E+06   4.89261E+12   2.44746E+19   4.48071E+12   1.58201E+07   7.83299E+08   1.36541E+07   7.30097E+04   1.06494E+10   6.93347E+12   1.21877E+12
   2.29098E-03   9.24698E+01   1.40914E+06   4.87353E+12   2.44746E+19   4.18518E+12   1.52334E+07   8.02283E+08   1.37736E+07   1.16385E+05   2.47959E+11   6.92116E+12   9.93826E+11
   2.29918E-03   1.07939E+02   1.19630E+06   4.85378E+12   2.44746E+19   3.93517E+12   1.77747E+07   1.02304E+09   1.69684E+07   1.04431E+05   1.11639E+12   6.92677E+12   1.20024E+11
   2.30504E-03   1.20367E+02   4.99630E+06   4.83985E+12   2.44746E+19   4.02483E+12   6.57574E+07   4.40779E+09   6.83990E+07   1.61078E+05   1.22770E+12   6.93190E+12   5.29379E+09
   2.30972E-03   1.28880E+02   1.12512E+07   4.82942E+12   2.44746E+19   4.54185E+12   1.73209E+08   1.23874E+10   1.91939E+08   2.30656E+05   1.23312E+12   6.93642E+12   5.00510E+08
