          Time         dTime           E/N             E            AR           AR*          AR^+         AR2^+       AR(W)^+      AR2(W)^+          E(W)             1             2             3             4             5             6             7             8             9            10            11            12            13             V             J           J/S         theta      P*Lambda
  3.782867E-06  2.486696E-10  6.164200E+00  1.793585E+11  3.218822E+18  9.024033E+12  5.589308E+09  1.737692E+11  1.206253E+08  1.284303E+09  1.404928E+09  9.447581E+15  9.551616E+17  3.542567E+16  5.100229E+15  9.974468E+14  1.412872E+00  4.885990E+16  5.944857E+03  1.308948E+18  1.302970E+16  2.395973E+13  7.448979E+14  7.688576E+14  7.969441E+01  9.203056E-03  1.830944E-02  2.033859E-11  1.011123E+01
  3.807943E-06  2.507022E-10  6.119462E+00  1.809054E+11  3.218822E+18  9.012779E+12  5.628763E+09  1.752767E+11  1.212289E+08  1.303083E+09  1.424312E+09  9.493543E+15  9.343283E+17  3.565188E+16  5.117830E+15  1.015382E+15  1.425128E+00  4.873811E+16  6.114980E+03  1.307316E+18  1.312168E+16  2.410740E+13  7.506913E+14  7.747987E+14  7.937430E+01  9.206257E-03  1.831581E-02  2.009067E-11  1.011123E+01
  3.833064E-06  2.522185E-10  6.072740E+00  1.824530E+11  3.218822E+18  9.001015E+12  5.667661E+09  1.767854E+11  1.218372E+08  1.322043E+09  1.443880E+09  9.541913E+15  9.167847E+17  3.587822E+16  5.136756E+15  1.033442E+15  1.437395E+00  4.861097E+16  6.285805E+03  1.305610E+18  1.321235E+16  2.425443E+13  7.565428E+14  7.807972E+14  7.825389E+01  9.217461E-03  1.833810E-02  1.966297E-11  1.011123E+01
  3.858229E-06  2.509439E-10  6.028070E+00  1.840010E+11  3.218822E+18  8.988753E+12  5.705951E+09  1.782951E+11  1.224501E+08  1.341182E+09  1.463632E+09  9.583677E+15  8.947393E+17  3.609478E+16  5.151387E+15  1.051796E+15  1.449670E+00  4.847861E+16  6.464360E+03  1.303831E+18  1.330162E+16  2.439453E+13  7.622612E+14  7.866558E+14  7.840177E+01  9.215982E-03  1.833516E-02  1.953126E-11  1.011123E+01
  3.883446E-06  2.499030E-10  5.981732E+00  1.855499E+11  3.218822E+18  8.975974E+12  5.743620E+09  1.798063E+11  1.230680E+08  1.360507E+09  1.483575E+09  9.629715E+15  8.777314E+17  3.631385E+16  5.168725E+15  1.070233E+15  1.461958E+00  4.834087E+16  6.641743E+03  1.301977E+18  1.338943E+16  2.453526E+13  7.680859E+14  7.926211E+14  7.726519E+01  9.227348E-03  1.835777E-02  1.911098E-11  1.011123E+01
  3.908712E-06  2.523344E-10  5.933974E+00  1.870990E+11  3.218822E+18  8.962662E+12  5.780571E+09  1.813184E+11  1.236905E+08  1.380014E+09  1.503704E+09  9.674464E+15  8.608939E+17  3.652898E+16  5.185208E+15  1.088856E+15  1.474252E+00  4.819758E+16  6.822299E+03  1.300046E+18  1.347557E+16  2.467236E+13  7.738947E+14  7.985671E+14  7.614072E+01  9.238593E-03  1.838014E-02  1.869969E-11  1.011123E+01
  3.934029E-06  2.548971E-10  5.894683E+00  1.886483E+11  3.218822E+18  8.948826E+12  5.816790E+09  1.828316E+11  1.243176E+08  1.399706E+09  1.524023E+09  9.710731E+15  8.403700E+17  3.673166E+16  5.196338E+15  1.107824E+15  1.486555E+00  4.804889E+16  7.012697E+03  1.298039E+18  1.356000E+16  2.480056E+13  7.795235E+14  8.043240E+14  7.612640E+01  9.238736E-03  1.838042E-02  1.854291E-11  1.011123E+01
  3.959403E-06  2.538806E-10  5.847760E+00  1.901979E+11  3.218822E+18  8.934479E+12  5.852147E+09  1.843457E+11  1.249494E+08  1.419586E+09  1.544535E+09  9.752412E+15  8.235212E+17  3.693796E+16  5.210641E+15  1.126843E+15  1.498867E+00  4.789495E+16  7.200364E+03  1.295958E+18  1.364242E+16  2.492920E+13  7.852830E+14  8.102122E+14  7.513442E+01  9.248656E-03  1.840016E-02  1.817167E-11  1.011123E+01
  3.984834E-06  2.538823E-10  5.808601E+00  1.917472E+11  3.218822E+18  8.919644E+12  5.886445E+09  1.858607E+11  1.255858E+08  1.439655E+09  1.565240E+09  9.785031E+15  8.024734E+17  3.713339E+16  5.220307E+15  1.146176E+15  1.511185E+00  4.773603E+16  7.396446E+03  1.293807E+18  1.372238E+16  2.504858E+13  7.908927E+14  8.159413E+14  7.538510E+01  9.246149E-03  1.839517E-02  1.808008E-11  1.011123E+01
  4.010330E-06  2.565321E-10  5.765590E+00  1.932968E+11  3.218822E+18  8.904186E+12  5.919887E+09  1.873769E+11  1.262267E+08  1.459915E+09  1.586142E+09  9.823749E+15  7.859969E+17  3.733124E+16  5.232865E+15  1.165573E+15  1.523512E+00  4.757072E+16  7.590129E+03  1.291564E+18  1.380034E+16  2.516802E+13  7.966207E+14  8.217888E+14  7.441546E+01  9.255845E-03  1.841446E-02  1.772302E-11  1.011123E+01
  4.035892E-06  2.564521E-10  5.719584E+00  1.948466E+11  3.218822E+18  8.888236E+12  5.952692E+09  1.888940E+11  1.268722E+08  1.480372E+09  1.607244E+09  9.866295E+15  7.723501E+17  3.752969E+16  5.247087E+15  1.185073E+15  1.535847E+00  4.740045E+16  7.783337E+03  1.289251E+18  1.387681E+16  2.528703E+13  8.024215E+14  8.277086E+14  7.269094E+01  9.273091E-03  1.844877E-02  1.720659E-11  1.011123E+01
  4.061522E-06  2.565434E-10  5.682406E+00  1.963967E+11  3.218822E+18  8.871805E+12  5.984740E+09  1.904119E+11  1.275222E+08  1.501027E+09  1.628549E+09  9.893758E+15  7.518709E+17  3.771206E+16  5.253907E+15  1.204997E+15  1.548189E+00  4.722535E+16  7.990092E+03  1.286868E+18  1.395152E+16  2.539494E+13  8.079717E+14  8.333666E+14  7.298789E+01  9.270121E-03  1.844286E-02  1.713504E-11  1.011123E+01
  4.087224E-06  2.566148E-10  5.638862E+00  1.979467E+11  3.218822E+18  8.854855E+12  6.015854E+09  1.919309E+11  1.281768E+08  1.521883E+09  1.650060E+09  9.926936E+15  7.350610E+17  3.789584E+16  5.262986E+15  1.225004E+15  1.560539E+00  4.704507E+16  8.195154E+03  1.284409E+18  1.402406E+16  2.550184E+13  8.136151E+14  8.391169E+14  7.229402E+01  9.277060E-03  1.845667E-02  1.685184E-11  1.011123E+01
  4.113002E-06  2.572741E-10  5.602383E+00  1.994970E+11  3.218822E+18  8.837473E+12  6.046258E+09  1.934507E+11  1.288360E+08  1.542945E+09  1.671781E+09  9.952449E+15  7.152861E+17  3.806952E+16  5.267945E+15  1.245327E+15  1.572897E+00  4.686056E+16  8.409250E+03  1.281888E+18  1.409493E+16  2.560143E+13  8.191206E+14  8.447221E+14  7.253706E+01  9.274629E-03  1.845183E-02  1.677271E-11  1.011123E+01
  4.138856E-06  2.566421E-10  5.560423E+00  2.010473E+11  3.218822E+18  8.819651E+12  6.075897E+09  1.949714E+11  1.294998E+08  1.564215E+09  1.693715E+09  9.981480E+15  6.986046E+17  3.824434E+16  5.274884E+15  1.265746E+15  1.585261E+00  4.667175E+16  8.622272E+03  1.279303E+18  1.416403E+16  2.570040E+13  8.247082E+14  8.504086E+14  7.193417E+01  9.280658E-03  1.846383E-02  1.651577E-11  1.011123E+01
  4.164792E-06  2.610613E-10  5.521978E+00  2.025977E+11  3.218822E+18  8.801375E+12  6.104694E+09  1.964930E+11  1.301682E+08  1.585695E+09  1.715863E+09  1.000957E+16  6.822346E+17  3.841467E+16  5.280913E+15  1.286367E+15  1.597633E+00  4.647852E+16  8.839002E+03  1.276652E+18  1.423116E+16  2.579506E+13  8.302709E+14  8.560659E+14  7.128586E+01  9.287141E-03  1.847673E-02  1.625301E-11  1.011123E+01
  4.190812E-06  2.618545E-10  5.480988E+00  2.041478E+11  3.218822E+18  8.782595E+12  6.132272E+09  1.980155E+11  1.308410E+08  1.607386E+09  1.738227E+09  1.004259E+16  6.688297E+17  3.858639E+16  5.289152E+15  1.307063E+15  1.610012E+00  4.628038E+16  9.052960E+03  1.273928E+18  1.429545E+16  2.588760E+13  8.359296E+14  8.618172E+14  6.980087E+01  9.301991E-03  1.850627E-02  1.581885E-11  1.011123E+01
  4.216913E-06  2.620041E-10  5.445083E+00  2.056977E+11  3.218822E+18  8.763401E+12  6.159207E+09  1.995385E+11  1.315182E+08  1.629290E+09  1.760808E+09  1.005972E+16  6.497825E+17  3.874116E+16  5.289840E+15  1.328218E+15  1.622395E+00  4.607832E+16  9.282913E+03  1.271144E+18  1.435824E+16  2.596913E+13  8.413162E+14  8.672853E+14  7.008956E+01  9.299104E-03  1.850053E-02  1.575970E-11  1.011123E+01
  4.243101E-06  2.624107E-10  5.405078E+00  2.072481E+11  3.218822E+18  8.743953E+12  6.185917E+09  2.010622E+11  1.322001E+08  1.651417E+09  1.783617E+09  1.008287E+16  6.339035E+17  3.889879E+16  5.293070E+15  1.349448E+15  1.634784E+00  4.587403E+16  9.511475E+03  1.268323E+18  1.442051E+16  2.605291E+13  8.468032E+14  8.728561E+14  6.947805E+01  9.305220E-03  1.851269E-02  1.551553E-11  1.011123E+01
  4.269373E-06  2.622633E-10  5.368090E+00  2.087985E+11  3.218822E+18  8.724213E+12  6.212207E+09  2.025862E+11  1.328865E+08  1.673764E+09  1.806651E+09  1.009738E+16  6.152166E+17  3.904509E+16  5.291604E+15  1.371038E+15  1.647176E+00  4.566713E+16  9.752067E+03  1.265459E+18  1.448179E+16  2.612973E+13  8.521166E+14  8.782463E+14  6.980819E+01  9.301918E-03  1.850612E-02  1.546801E-11  1.011123E+01
  4.295740E-06  2.629143E-10  5.330212E+00  2.103488E+11  3.218822E+18  8.704071E+12  6.237685E+09  2.041111E+11  1.335774E+08  1.696336E+09  1.829914E+09  1.011628E+16  5.992669E+17  3.919276E+16  5.292203E+15  1.392717E+15  1.659574E+00  4.545651E+16  9.990983E+03  1.262538E+18  1.454119E+16  2.620593E+13  8.575171E+14  8.837231E+14  6.935556E+01  9.306444E-03  1.851513E-02  1.526188E-11  1.011123E+01
  4.322204E-06  2.642270E-10  5.290058E+00  2.118992E+11  3.218822E+18  8.683515E+12  6.262273E+09  2.056369E+11  1.342730E+08  1.719136E+09  1.853409E+09  1.014294E+16  5.870034E+17  3.934494E+16  5.296458E+15  1.414410E+15  1.671980E+00  4.524206E+16  1.022437E+04  1.259556E+18  1.459851E+16  2.628311E+13  8.630696E+14  8.893527E+14  6.779266E+01  9.322073E-03  1.854622E-02  1.483368E-11  1.011123E+01
  4.348761E-06  2.650164E-10  5.255418E+00  2.134491E+11  3.218822E+18  8.662579E+12  6.286048E+09  2.071631E+11  1.349728E+08  1.742161E+09  1.877134E+09  1.015046E+16  5.688791E+17  3.947628E+16  5.291465E+15  1.436663E+15  1.684388E+00  4.502416E+16  1.047905E+04  1.256519E+18  1.465393E+16  2.634634E+13  8.682702E+14  8.946165E+14  6.816511E+01  9.318349E-03  1.853881E-02  1.480096E-11  1.011123E+01
  4.375420E-06  2.657046E-10  5.219005E+00  2.149987E+11  3.218822E+18  8.641219E+12  6.308806E+09  2.086899E+11  1.356771E+08  1.765415E+09  1.901092E+09  1.016556E+16  5.540580E+17  3.961091E+16  5.289587E+15  1.458953E+15  1.696803E+00  4.480240E+16  1.072911E+04  1.253421E+18  1.470698E+16  2.640941E+13  8.736005E+14  9.000100E+14  6.754669E+01  9.324533E-03  1.855112E-02  1.457063E-11  1.011123E+01
  4.402175E-06  2.700531E-10  5.181975E+00  2.165474E+11  3.218822E+18  8.619438E+12  6.330504E+09  2.102169E+11  1.363855E+08  1.788895E+09  1.925281E+09  1.017834E+16  5.391724E+17  3.973956E+16  5.286185E+15  1.481473E+15  1.709218E+00  4.457682E+16  1.098416E+04  1.250261E+18  1.475756E+16  2.646666E+13  8.788779E+14  9.053445E+14  6.701629E+01  9.329837E-03  1.856167E-02  1.436099E-11  1.011123E+01
  4.429035E-06  2.673383E-10  5.143632E+00  2.180955E+11  3.218822E+18  8.597247E+12  6.351184E+09  2.117444E+11  1.370981E+08  1.812609E+09  1.949707E+09  1.018945E+16  5.247247E+17  3.986375E+16  5.281999E+15  1.504195E+15  1.721638E+00  4.434759E+16  1.124276E+04  1.247043E+18  1.480577E+16  2.651915E+13  8.841313E+14  9.106505E+14  6.640793E+01  9.335921E-03  1.857377E-02  1.413882E-11  1.011123E+01
  4.456006E-06  2.722589E-10  5.106122E+00  2.196433E+11  3.218822E+18  8.574664E+12  6.370894E+09  2.132724E+11  1.378151E+08  1.836563E+09  1.974378E+09  1.020712E+16  5.126947E+17  3.998932E+16  5.280189E+15  1.526992E+15  1.734062E+00  4.411492E+16  1.149835E+04  1.243767E+18  1.485172E+16  2.657051E+13  8.894760E+14  9.160465E+14  6.506913E+01  9.349309E-03  1.860041E-02  1.377588E-11  1.011123E+01
  4.483084E-06  2.690608E-10  5.071911E+00  2.211901E+11  3.218822E+18  8.551663E+12  6.389437E+09  2.148006E+11  1.385361E+08  1.860751E+09  1.999288E+09  1.020298E+16  4.954717E+17  4.009250E+16  5.268517E+15  1.550398E+15  1.746488E+00  4.387856E+16  1.177790E+04  1.240431E+18  1.489495E+16  2.660595E+13  8.944410E+14  9.210470E+14  6.552800E+01  9.344720E-03  1.859128E-02  1.376926E-11  1.011123E+01
  4.510278E-06  2.740736E-10  5.034919E+00  2.227363E+11  3.218822E+18  8.528274E+12  6.406962E+09  2.163293E+11  1.392613E+08  1.885185E+09  2.024446E+09  1.021843E+16  4.840891E+17  4.021036E+16  5.265428E+15  1.573567E+15  1.758917E+00  4.363887E+16  1.203848E+04  1.237038E+18  1.493580E+16  2.664805E+13  8.997640E+14  9.264120E+14  6.406567E+01  9.359343E-03  1.862037E-02  1.338945E-11  1.011123E+01
  4.537580E-06  2.740462E-10  5.000886E+00  2.242812E+11  3.218822E+18  8.504513E+12  6.423466E+09  2.178577E+11  1.399903E+08  1.909856E+09  2.049846E+09  1.021341E+16  4.678287E+17  4.030529E+16  5.252579E+15  1.597367E+15  1.771344E+00  4.339604E+16  1.232483E+04  1.233592E+18  1.497428E+16  2.667450E+13  9.046902E+14  9.313647E+14  6.434162E+01  9.356584E-03  1.861488E-02  1.335056E-11  1.011123E+01
  4.565007E-06  2.747214E-10  4.965916E+00  2.258255E+11  3.218822E+18  8.480347E+12  6.438826E+09  2.193867E+11  1.407234E+08  1.934779E+09  2.075502E+09  1.021523E+16  4.541997E+17  4.040396E+16  5.243005E+15  1.621181E+15  1.783776E+00  4.314977E+16  1.260457E+04  1.230086E+18  1.501008E+16  2.670070E+13  9.097589E+14  9.364596E+14  6.377593E+01  9.362241E-03  1.862614E-02  1.315063E-11  1.011123E+01
  4.592552E-06  2.758826E-10  4.930317E+00  2.273686E+11  3.218822E+18  8.455786E+12  6.453016E+09  2.209156E+11  1.414603E+08  1.959948E+09  2.101408E+09  1.021458E+16  4.404688E+17  4.049631E+16  5.231859E+15  1.645237E+15  1.796207E+00  4.290019E+16  1.288968E+04  1.226524E+18  1.504316E+16  2.672064E+13  9.147669E+14  9.414876E+14  6.331256E+01  9.366874E-03  1.863535E-02  1.297290E-11  1.011123E+01
  4.620222E-06  2.768801E-10  4.894194E+00  2.289094E+11  3.218822E+18  8.430679E+12  6.464894E+09  2.224445E+11  1.422007E+08  1.985358E+09  2.127559E+09  1.021277E+16  4.270462E+17  4.058283E+16  5.219719E+15  1.669495E+15  1.808638E+00  4.264581E+16  1.317601E+04  1.222882E+18  1.507085E+16  2.673045E+13  9.197431E+14  9.464735E+14  6.281088E+01  9.371891E-03  1.864534E-02  1.279032E-11  1.011123E+01
  4.648021E-06  2.780747E-10  4.858710E+00  2.304464E+11  3.218822E+18  8.404907E+12  6.474170E+09  2.239722E+11  1.429440E+08  2.011023E+09  2.153967E+09  1.020813E+16  4.137165E+17  4.066214E+16  5.206110E+15  1.693948E+15  1.821059E+00  4.238548E+16  1.346322E+04  1.219144E+18  1.509248E+16  2.672870E+13  9.246723E+14  9.514010E+14  6.234427E+01  9.376557E-03  1.865462E-02  1.261691E-11  1.011123E+01
  4.675950E-06  2.787088E-10  4.824784E+00  2.319817E+11  3.218822E+18  8.378740E+12  6.482299E+09  2.254994E+11  1.436906E+08  2.036945E+09  2.180636E+09  1.020336E+16  4.009262E+17  4.073694E+16  5.192055E+15  1.718593E+15  1.833477E+00  4.212197E+16  1.375313E+04  1.215348E+18  1.511143E+16  2.672203E+13  9.295782E+14  9.563002E+14  6.176037E+01  9.382396E-03  1.866623E-02  1.242375E-11  1.011123E+01
  4.704014E-06  2.837228E-10  4.791295E+00  2.335159E+11  3.218822E+18  8.352240E+12  6.489600E+09  2.270263E+11  1.444407E+08  2.063131E+09  2.207572E+09  1.019535E+16  3.881780E+17  4.080551E+16  5.176580E+15  1.743488E+15  1.845892E+00  4.185595E+16  1.404930E+04  1.211504E+18  1.512845E+16  2.671057E+13  9.344183E+14  9.611289E+14  6.123427E+01  9.387657E-03  1.867670E-02  1.224386E-11  1.011123E+01
  4.732219E-06  2.845090E-10  4.756846E+00  2.350485E+11  3.218822E+18  8.325350E+12  6.495630E+09  2.285529E+11  1.451940E+08  2.089581E+09  2.234775E+09  1.018464E+16  3.753427E+17  4.086741E+16  5.159390E+15  1.768634E+15  1.858304E+00  4.158688E+16  1.435094E+04  1.207604E+18  1.514251E+16  2.669246E+13  9.391912E+14  9.658837E+14  6.080235E+01  9.391976E-03  1.868529E-02  1.208378E-11  1.011123E+01
  4.760565E-06  2.859069E-10  4.722559E+00  2.365813E+11  3.218822E+18  8.298205E+12  6.501290E+09  2.300800E+11  1.459508E+08  2.116290E+09  2.262241E+09  1.017321E+16  3.631665E+17  4.092678E+16  5.142233E+15  1.793972E+15  1.870721E+00  4.131613E+16  1.465582E+04  1.203667E+18  1.515570E+16  2.667330E+13  9.439656E+14  9.706389E+14  6.018596E+01  9.398140E-03  1.869756E-02  1.189158E-11  1.011123E+01
  4.789054E-06  2.857635E-10  4.691122E+00  2.381127E+11  3.218822E+18  8.270721E+12  6.505935E+09  2.316068E+11  1.467109E+08  2.143268E+09  2.289979E+09  1.015051E+16  3.492624E+17  4.096957E+16  5.118978E+15  1.819834E+15  1.883134E+00  4.104289E+16  1.498174E+04  1.199680E+18  1.516653E+16  2.664272E+13  9.484624E+14  9.751051E+14  6.029666E+01  9.397033E-03  1.869536E-02  1.183544E-11  1.011123E+01
  4.817687E-06  2.860663E-10  4.657208E+00  2.396419E+11  3.218822E+18  8.242865E+12  6.509165E+09  2.331327E+11  1.474740E+08  2.170516E+09  2.317990E+09  1.012388E+16  3.354564E+17  4.100441E+16  5.093786E+15  1.845983E+15  1.895541E+00  4.076690E+16  1.531532E+04  1.195639E+18  1.517406E+16  2.660432E+13  9.528624E+14  9.794667E+14  6.046435E+01  9.395356E-03  1.869202E-02  1.179052E-11  1.011123E+01
  4.846472E-06  2.904462E-10  4.621553E+00  2.411689E+11  3.218822E+18  8.214621E+12  6.510823E+09  2.346580E+11  1.482401E+08  2.198039E+09  2.346279E+09  1.011793E+16  3.259504E+17  4.105670E+16  5.078017E+15  1.871735E+15  1.907943E+00  4.048800E+16  1.561759E+04  1.191543E+18  1.517792E+16  2.657219E+13  9.576941E+14  9.842663E+14  5.902987E+01  9.409701E-03  1.872056E-02  1.145538E-11  1.011123E+01
  4.875402E-06  2.910031E-10  4.588871E+00  2.426933E+11  3.218822E+18  8.186009E+12  6.511223E+09  2.361821E+11  1.490087E+08  2.225830E+09  2.374838E+09  1.008817E+16  3.127521E+17  4.107961E+16  5.050526E+15  1.898347E+15  1.920335E+00  4.020645E+16  1.595992E+04  1.187392E+18  1.517886E+16  2.652061E+13  9.619843E+14  9.885049E+14  5.912490E+01  9.408751E-03  1.871867E-02  1.140059E-11  1.011123E+01
  4.904490E-06  2.946814E-10  4.553942E+00  2.442164E+11  3.218822E+18  8.157116E+12  6.511069E+09  2.377054E+11  1.497804E+08  2.253911E+09  2.403692E+09  1.006964E+16  3.021350E+17  4.111130E+16  5.028363E+15  1.924813E+15  1.932720E+00  3.992312E+16  1.628691E+04  1.183201E+18  1.517850E+16  2.647410E+13  9.665135E+14  9.929876E+14  5.827013E+01  9.417299E-03  1.873567E-02  1.117585E-11  1.011123E+01
  4.933734E-06  2.940552E-10  4.522268E+00  2.457372E+11  3.218822E+18  8.127886E+12  6.509705E+09  2.392275E+11  1.505547E+08  2.282274E+09  2.432829E+09  1.003572E+16  2.897105E+17  4.112311E+16  4.998888E+15  1.951906E+15  1.945096E+00  3.963751E+16  1.664117E+04  1.178962E+18  1.517532E+16  2.641384E+13  9.706918E+14  9.971056E+14  5.823325E+01  9.417667E-03  1.873641E-02  1.110009E-11  1.011123E+01
  4.963136E-06  2.981644E-10  4.486209E+00  2.472550E+11  3.218822E+18  8.098297E+12  6.506558E+09  2.407484E+11  1.513315E+08  2.310919E+09  2.462250E+09  1.001292E+16  2.793944E+17  4.114117E+16  4.973752E+15  1.978882E+15  1.957462E+00  3.934945E+16  1.697906E+04  1.174670E+18  1.516798E+16  2.635260E+13  9.750695E+14  1.001422E+15  5.741854E+01  9.425815E-03  1.875262E-02  1.088702E-11  1.011123E+01
  4.992705E-06  2.975432E-10  4.454416E+00  2.487696E+11  3.218822E+18  8.068341E+12  6.501442E+09  2.422681E+11  1.521106E+08  2.339848E+09  2.491959E+09  9.946039E+15  2.674019E+17  4.113923E+16  4.941438E+15  2.006488E+15  1.969819E+00  3.905888E+16  1.734275E+04  1.170325E+18  1.515606E+16  2.627479E+13  9.790972E+14  1.005372E+15  5.737091E+01  9.426291E-03  1.875356E-02  1.081231E-11  1.011123E+01
  5.022437E-06  2.968443E-10  4.420087E+00  2.502812E+11  3.218822E+18  8.038039E+12  6.494946E+09  2.437862E+11  1.528917E+08  2.369062E+09  2.521953E+09  9.933148E+15  2.559263E+17  4.113031E+16  4.907735E+15  2.034361E+15  1.982162E+00  3.876605E+16  1.771312E+04  1.165929E+18  1.514091E+16  2.619019E+13  9.830422E+14  1.009232E+15  5.725274E+01  9.427473E-03  1.875591E-02  1.072621E-11  1.011123E+01
  5.052344E-06  2.998662E-10  4.387237E+00  2.517908E+11  3.218822E+18  8.007412E+12  6.487761E+09  2.453031E+11  1.536751E+08  2.398575E+09  2.552250E+09  9.905108E+15  2.464382E+17  4.113022E+16  4.879313E+15  2.062053E+15  1.994495E+00  3.847119E+16  1.806513E+04  1.161487E+18  1.512416E+16  2.611035E+13  9.872357E+14  1.013346E+15  5.634069E+01  9.436593E-03  1.877406E-02  1.050220E-11  1.011123E+01
  5.082416E-06  3.027670E-10  4.353016E+00  2.532970E+11  3.218822E+18  7.976447E+12  6.479110E+09  2.468178E+11  1.544601E+08  2.428370E+09  2.582830E+09  9.862741E+15  2.356034E+17  4.111083E+16  4.844151E+15  2.090367E+15  2.006812E+00  3.817423E+16  1.844457E+04  1.156995E+18  1.510400E+16  2.601654E+13  9.910846E+14  1.017101E+15  5.610349E+01  9.438965E-03  1.877878E-02  1.039842E-11  1.011123E+01
  5.112669E-06  3.047660E-10  4.317686E+00  2.547999E+11  3.218822E+18  7.945128E+12  6.468819E+09  2.483311E+11  1.552470E+08  2.458462E+09  2.613709E+09  9.829573E+15  2.264302E+17  4.109784E+16  4.813227E+15  2.118543E+15  2.019115E+00  3.787504E+16  1.880555E+04  1.152452E+18  1.508001E+16  2.592251E+13  9.951376E+14  1.021060E+15  5.521840E+01  9.447816E-03  1.879639E-02  1.018354E-11  1.011123E+01
  5.143098E-06  3.033754E-10  4.284673E+00  2.562988E+11  3.218823E+18  7.913449E+12  6.456589E+09  2.498422E+11  1.560352E+08  2.488841E+09  2.644876E+09  9.771281E+15  2.151942E+17  4.105360E+16  4.770918E+15  2.147714E+15  2.031402E+00  3.757361E+16  1.921518E+04  1.147857E+18  1.505150E+16  2.580626E+13  9.985912E+14  1.024397E+15  5.537244E+01  9.446276E-03  1.879332E-02  1.015058E-11  1.011123E+01
  5.173713E-06  3.092091E-10  4.248621E+00  2.577935E+11  3.218823E+18  7.881393E+12  6.442179E+09  2.513513E+11  1.568246E+08  2.519512E+09  2.676337E+09  9.737477E+15  2.070569E+17  4.102937E+16  4.738742E+15  2.176305E+15  2.043672E+00  3.726981E+16  1.957811E+04  1.143208E+18  1.501791E+16  2.569542E+13  1.002545E+15  1.028241E+15  5.421699E+01  9.457830E-03  1.881631E-02  9.893225E-12  1.011123E+01
  5.204512E-06  3.072568E-10  4.216012E+00  2.592842E+11  3.218823E+18  7.849014E+12  6.426146E+09  2.528581E+11  1.576149E+08  2.550480E+09  2.708095E+09  9.675258E+15  1.963803E+17  4.097209E+16  4.694044E+15  2.205977E+15  2.055923E+00  3.696421E+16  1.999612E+04  1.138511E+18  1.498053E+16  2.556272E+13  1.005850E+15  1.031413E+15  5.445103E+01  9.455490E-03  1.881165E-02  9.876363E-12  1.011123E+01
  5.235504E-06  3.122793E-10  4.181572E+00  2.607708E+11  3.218823E+18  7.816296E+12  6.408316E+09  2.543625E+11  1.584062E+08  2.581751E+09  2.740157E+09  9.634489E+15  1.882705E+17  4.093234E+16  4.658520E+15  2.235134E+15  2.068155E+00  3.665669E+16  2.037161E+04  1.133765E+18  1.493897E+16  2.543550E+13  1.009600E+15  1.035036E+15  5.344483E+01  9.465552E-03  1.883167E-02  9.648851E-12  1.011123E+01
  5.266689E-06  3.100943E-10  4.147662E+00  2.622539E+11  3.218823E+18  7.783309E+12  6.389562E+09  2.558643E+11  1.591984E+08  2.613335E+09  2.772533E+09  9.569762E+15  1.784003E+17  4.086275E+16  4.612143E+15  2.265309E+15  2.080366E+00  3.634794E+16  2.080089E+04  1.128980E+18  1.489525E+16  2.529104E+13  1.012757E+15  1.038048E+15  5.339264E+01  9.466074E-03  1.883271E-02  9.585447E-12  1.011123E+01
  5.298068E-06  3.149510E-10  4.113406E+00  2.637333E+11  3.218823E+18  7.750059E+12  6.369906E+09  2.573634E+11  1.599916E+08  2.645237E+09  2.805229E+09  9.514522E+15  1.697388E+17  4.079696E+16  4.568870E+15  2.295425E+15  2.092554E+00  3.603805E+16  2.121804E+04  1.124157E+18  1.484943E+16  2.514784E+13  1.016048E+15  1.041196E+15  5.286697E+01  9.471330E-03  1.884317E-02  9.443075E-12  1.011123E+01
  5.329646E-06  3.145384E-10  4.079480E+00  2.652080E+11  3.218823E+18  7.716497E+12  6.348478E+09  2.588595E+11  1.607851E+08  2.677446E+09  2.838231E+09  9.446685E+15  1.606613E+17  4.071424E+16  4.520355E+15  2.326142E+15  2.104719E+00  3.572660E+16  2.166142E+04  1.119289E+18  1.479947E+16  2.499151E+13  1.019030E+15  1.044022E+15  5.267504E+01  9.473250E-03  1.884699E-02  9.358371E-12  1.011123E+01
  5.361430E-06  3.188199E-10  4.044426E+00  2.666782E+11  3.218823E+18  7.682635E+12  6.325432E+09  2.603528E+11  1.615789E+08  2.709968E+09  2.871547E+09  9.388089E+15  1.528740E+17  4.063746E+16  4.475882E+15  2.356704E+15  2.116861E+00  3.541373E+16  2.208408E+04  1.114378E+18  1.474575E+16  2.483500E+13  1.022201E+15  1.047036E+15  5.194561E+01  9.480544E-03  1.886150E-02  9.184965E-12  1.011123E+01
  5.393417E-06  3.179115E-10  4.009392E+00  2.681430E+11  3.218823E+18  7.648462E+12  6.300346E+09  2.618426E+11  1.623725E+08  2.742793E+09  2.905166E+09  9.316094E+15  1.444930E+17  4.053942E+16  4.424561E+15  2.388015E+15  2.128974E+00  3.509938E+16  2.254172E+04  1.109421E+18  1.468727E+16  2.466225E+13  1.024964E+15  1.049626E+15  5.166516E+01  9.483348E-03  1.886708E-02  9.088161E-12  1.011123E+01
