          Time         dTime           E/N             E            AR           AR*          AR^+         AR2^+       AR(W)^+      AR2(W)^+          E(W)             1             2             3             4             5             6             7             8             9            10            11            12            13             V             J           J/S         theta      P*Lambda
  5.425615E-06  3.246066E-10  3.973878E+00  2.696019E+11  3.218823E+18  7.613957E+12  6.272749E+09  2.633292E+11  1.631656E+08  2.775919E+09  2.939084E+09  9.254976E+15  1.374309E+17  4.044907E+16  4.378062E+15  2.419075E+15  2.141061E+00  3.478340E+16  2.296933E+04  1.104416E+18  1.462293E+16  2.448703E+13  1.027962E+15  1.052449E+15  5.080892E+01  9.491911E-03  1.888411E-02  8.897206E-12  1.011123E+01
  5.458023E-06  3.270155E-10  3.940009E+00  2.710535E+11  3.218823E+18  7.579092E+12  6.241808E+09  2.648117E+11  1.639572E+08  2.809324E+09  2.973281E+09  9.167005E+15  1.290467E+17  4.032175E+16  4.318818E+15  2.451422E+15  2.153115E+00  3.446558E+16  2.346229E+04  1.099359E+18  1.455081E+16  2.428279E+13  1.030209E+15  1.054492E+15  5.084761E+01  9.491524E-03  1.888334E-02  8.855934E-12  1.011123E+01
  5.490649E-06  3.290196E-10  3.902378E+00  2.724993E+11  3.218823E+18  7.543940E+12  6.208907E+09  2.662904E+11  1.647475E+08  2.843039E+09  3.007786E+09  9.105694E+15  1.229122E+17  4.022099E+16  4.271721E+15  2.482849E+15  2.165138E+00  3.414662E+16  2.388331E+04  1.094260E+18  1.447411E+16  2.408816E+13  1.033104E+15  1.057192E+15  4.975095E+01  9.502490E-03  1.890516E-02  8.628921E-12  1.011123E+01
  5.523496E-06  3.293498E-10  3.866981E+00  2.739378E+11  3.218823E+18  7.508475E+12  6.173064E+09  2.677647E+11  1.655360E+08  2.877047E+09  3.042584E+09  9.013067E+15  1.153781E+17  4.007926E+16  4.210455E+15  2.515749E+15  2.177126E+00  3.382632E+16  2.438300E+04  1.089115E+18  1.439055E+16  2.386428E+13  1.035145E+15  1.059009E+15  4.962888E+01  9.503711E-03  1.890759E-02  8.563645E-12  1.011123E+01
  5.556566E-06  3.335583E-10  3.830011E+00  2.753690E+11  3.218823E+18  7.472719E+12  6.134510E+09  2.692345E+11  1.663223E+08  2.911354E+09  3.077676E+09  8.933540E+15  1.089664E+17  3.994603E+16  4.154322E+15  2.548343E+15  2.189076E+00  3.350492E+16  2.484702E+04  1.083929E+18  1.430068E+16  2.363793E+13  1.037433E+15  1.061071E+15  4.898670E+01  9.510133E-03  1.892037E-02  8.414585E-12  1.011123E+01
  5.589860E-06  3.338658E-10  3.793594E+00  2.767934E+11  3.218823E+18  7.436699E+12  6.094092E+09  2.706993E+11  1.671061E+08  2.945960E+09  3.113066E+09  8.839041E+15  1.022646E+17  3.979076E+16  4.091565E+15  2.581767E+15  2.200985E+00  3.318270E+16  2.535236E+04  1.078704E+18  1.420645E+16  2.339662E+13  1.039277E+15  1.062673E+15  4.868637E+01  9.513136E-03  1.892634E-02  8.322588E-12  1.011123E+01
  5.623384E-06  3.371323E-10  3.757743E+00  2.782106E+11  3.218823E+18  7.400424E+12  6.051670E+09  2.721589E+11  1.678872E+08  2.980870E+09  3.148758E+09  8.744000E+15  9.594030E+16  3.962803E+16  4.027881E+15  2.615487E+15  2.212853E+00  3.285976E+16  2.586358E+04  1.073443E+18  1.410756E+16  2.314751E+13  1.041002E+15  1.064149E+15  4.833484E+01  9.516652E-03  1.893334E-02  8.223446E-12  1.011123E+01
  5.657137E-06  3.390008E-10  3.719893E+00  2.796219E+11  3.218823E+18  7.363954E+12  6.008802E+09  2.736131E+11  1.686660E+08  3.016113E+09  3.184779E+09  8.650049E+15  9.015298E+16  3.946388E+16  3.965153E+15  2.649303E+15  2.224677E+00  3.253669E+16  2.637323E+04  1.068153E+18  1.400763E+16  2.289941E+13  1.042733E+15  1.065633E+15  4.779105E+01  9.522089E-03  1.894415E-02  8.094511E-12  1.011123E+01
  5.691126E-06  3.414085E-10  3.682497E+00  2.810257E+11  3.218823E+18  7.327244E+12  5.963862E+09  2.750618E+11  1.694417E+08  3.051660E+09  3.221102E+09  8.551755E+15  8.456831E+16  3.928778E+16  3.899839E+15  2.683929E+15  2.236456E+00  3.221311E+16  2.692279E+04  1.062828E+18  1.390287E+16  2.263683E+13  1.044043E+15  1.066680E+15  4.730974E+01  9.526903E-03  1.895373E-02  7.976995E-12  1.011123E+01
  5.725351E-06  3.420279E-10  3.643814E+00  2.824209E+11  3.218823E+18  7.290295E+12  5.916416E+09  2.765045E+11  1.702135E+08  3.087495E+09  3.257708E+09  8.440646E+15  7.894178E+16  3.909095E+16  3.828668E+15  2.719077E+15  2.248187E+00  3.188904E+16  2.749147E+04  1.057468E+18  1.379226E+16  2.236220E+13  1.045101E+15  1.067463E+15  4.707769E+01  9.529223E-03  1.895835E-02  7.900576E-12  1.011123E+01
  5.759823E-06  3.460064E-10  3.605678E+00  2.838083E+11  3.218823E+18  7.253121E+12  5.866940E+09  2.779413E+11  1.709816E+08  3.123636E+09  3.294618E+09  8.344410E+15  7.432592E+16  3.890851E+16  3.764454E+15  2.753655E+15  2.259869E+00  3.156466E+16  2.800629E+04  1.052076E+18  1.367692E+16  2.209084E+13  1.046535E+15  1.068626E+15  4.629292E+01  9.537071E-03  1.897396E-02  7.737266E-12  1.011123E+01
  5.794535E-06  3.493269E-10  3.567152E+00  2.851865E+11  3.218823E+18  7.215728E+12  5.814953E+09  2.793715E+11  1.717452E+08  3.160065E+09  3.331810E+09  8.231850E+15  6.950005E+16  3.869917E+16  3.692489E+15  2.789303E+15  2.271498E+00  3.124004E+16  2.857691E+04  1.046652E+18  1.355573E+16  2.180100E+13  1.047399E+15  1.069200E+15  4.589408E+01  9.541059E-03  1.898189E-02  7.636727E-12  1.011123E+01
  5.829500E-06  3.490885E-10  3.528524E+00  2.865556E+11  3.218823E+18  7.178115E+12  5.760373E+09  2.807952E+11  1.725041E+08  3.196787E+09  3.369291E+09  8.118505E+15  6.512112E+16  3.848224E+16  3.620837E+15  2.826824E+15  2.283073E+00  3.091520E+16  2.925895E+04  1.041196E+18  1.342850E+16  2.148418E+13  1.047268E+15  1.068752E+15  4.546847E+01  9.545315E-03  1.899036E-02  7.533117E-12  1.011123E+01
  5.864730E-06  3.511590E-10  3.489307E+00  2.879152E+11  3.218823E+18  7.140280E+12  5.702977E+09  2.822123E+11  1.732572E+08  3.233776E+09  3.407033E+09  8.005544E+15  6.110357E+16  3.826315E+16  3.549052E+15  2.863142E+15  2.294595E+00  3.059016E+16  2.983777E+04  1.035709E+18  1.329470E+16  2.117515E+13  1.047854E+15  1.069029E+15  4.486900E+01  9.551310E-03  1.900229E-02  7.403339E-12  1.011123E+01
  5.900216E-06  3.559331E-10  3.450292E+00  2.892643E+11  3.218823E+18  7.102239E+12  5.642348E+09  2.836219E+11  1.740042E+08  3.271031E+09  3.445035E+09  7.890020E+15  5.739534E+16  3.803512E+16  3.476064E+15  2.899844E+15  2.306056E+00  3.026508E+16  3.042072E+04  1.030191E+18  1.315336E+16  2.085394E+13  1.048258E+15  1.069111E+15  4.425119E+01  9.557488E-03  1.901458E-02  7.272051E-12  1.011123E+01
  5.935957E-06  3.591099E-10  3.410600E+00  2.906033E+11  3.218823E+18  7.064026E+12  5.579700E+09  2.850236E+11  1.747449E+08  3.308562E+09  3.483307E+09  7.764897E+15  5.382649E+16  3.778863E+16  3.398525E+15  2.937383E+15  2.317453E+00  2.994028E+16  3.104548E+04  1.024648E+18  1.300731E+16  2.052064E+13  1.048240E+15  1.068761E+15  4.379513E+01  9.562049E-03  1.902365E-02  7.167359E-12  1.011123E+01
  5.971966E-06  3.620018E-10  3.370152E+00  2.919313E+11  3.218823E+18  7.025627E+12  5.513939E+09  2.864174E+11  1.754787E+08  3.346360E+09  3.521839E+09  7.637564E+15  5.059867E+16  3.753457E+16  3.320337E+15  2.975276E+15  2.328785E+00  2.961566E+16  3.167162E+04  1.019078E+18  1.285401E+16  2.017673E+13  1.048065E+15  1.068242E+15  4.329729E+01  9.567027E-03  1.903356E-02  7.057324E-12  1.011123E+01
  6.008242E-06  3.645647E-10  3.329403E+00  2.932487E+11  3.218823E+18  6.987070E+12  5.446100E+09  2.878026E+11  1.762054E+08  3.384431E+09  3.560637E+09  7.508860E+15  4.769842E+16  3.727369E+16  3.241754E+15  3.013506E+15  2.340049E+00  2.929149E+16  3.230264E+04  1.013485E+18  1.269587E+16  1.982645E+13  1.047741E+15  1.067568E+15  4.275602E+01  9.572440E-03  1.904433E-02  6.941715E-12  1.011123E+01
  6.044790E-06  3.661413E-10  3.287779E+00  2.945552E+11  3.218823E+18  6.948360E+12  5.375964E+09  2.891792E+11  1.769245E+08  3.422769E+09  3.599694E+09  7.382428E+15  4.515189E+16  3.701109E+16  3.164531E+15  3.052298E+15  2.351242E+00  2.896783E+16  3.295289E+04  1.007870E+18  1.253237E+16  1.946701E+13  1.047153E+15  1.066620E+15  4.210720E+01  9.578928E-03  1.905723E-02  6.810666E-12  1.011123E+01
  6.081618E-06  3.702831E-10  3.247627E+00  2.958503E+11  3.218823E+18  6.909503E+12  5.303443E+09  2.905469E+11  1.776356E+08  3.461370E+09  3.639006E+09  7.242706E+15  4.266120E+16  3.672494E+16  3.081413E+15  3.091883E+15  2.362362E+00  2.864474E+16  3.363810E+04  1.002234E+18  1.236331E+16  1.909637E+13  1.046186E+15  1.065283E+15  4.171454E+01  9.582855E-03  1.906505E-02  6.720372E-12  1.011123E+01
  6.118725E-06  3.710675E-10  3.205903E+00  2.971338E+11  3.218823E+18  6.870512E+12  5.228629E+09  2.919052E+11  1.783384E+08  3.500233E+09  3.678571E+09  7.101415E+15  4.043693E+16  3.643219E+16  2.998161E+15  3.131844E+15  2.373405E+00  2.832236E+16  3.432797E+04  9.965784E+17  1.218890E+16  1.871913E+13  1.045056E+15  1.063776E+15  4.130535E+01  9.586946E-03  1.907319E-02  6.628535E-12  1.011123E+01
  6.156127E-06  3.743533E-10  3.164419E+00  2.984057E+11  3.218824E+18  6.831384E+12  5.151657E+09  2.932541E+11  1.790326E+08  3.539366E+09  3.718398E+09  6.976936E+15  3.868166E+16  3.615985E+16  2.923389E+15  3.170833E+15  2.384373E+00  2.800068E+16  3.492199E+04  9.909028E+17  1.200947E+16  1.834773E+13  1.044430E+15  1.062778E+15  4.048935E+01  9.595106E-03  1.908942E-02  6.475397E-12  1.011123E+01
  6.193821E-06  3.776914E-10  3.123796E+00  2.996660E+11  3.218824E+18  6.792133E+12  5.072815E+09  2.945932E+11  1.797178E+08  3.578762E+09  3.758479E+09  6.836317E+15  3.695512E+16  3.585882E+16  2.841406E+15  3.211308E+15  2.395261E+00  2.767985E+16  3.560222E+04  9.852095E+17  1.182567E+16  1.796171E+13  1.043089E+15  1.061051E+15  3.999580E+01  9.600042E-03  1.909924E-02  6.372841E-12  1.011123E+01
  6.231815E-06  3.829821E-10  3.083180E+00  3.009142E+11  3.218824E+18  6.752766E+12  4.992059E+09  2.959221E+11  1.803938E+08  3.618420E+09  3.798813E+09  6.686054E+15  3.535016E+16  3.554035E+16  2.755951E+15  3.252749E+15  2.406067E+00  2.735991E+16  3.633001E+04  9.794992E+17  1.163742E+16  1.756624E+13  1.041302E+15  1.058868E+15  3.967495E+01  9.603250E-03  1.910562E-02  6.297598E-12  1.011123E+01
  6.270122E-06  3.850082E-10  3.042778E+00  3.021506E+11  3.218824E+18  6.713278E+12  4.909539E+09  2.972410E+11  1.810603E+08  3.658350E+09  3.839410E+09  6.549929E+15  3.407488E+16  3.523921E+16  2.677851E+15  3.293818E+15  2.416790E+00  2.704086E+16  3.700449E+04  9.737714E+17  1.144505E+16  1.717305E+13  1.039718E+15  1.056891E+15  3.904745E+01  9.609526E-03  1.911811E-02  6.176666E-12  1.011123E+01
  6.308744E-06  3.870405E-10  3.001709E+00  3.033747E+11  3.218824E+18  6.673677E+12  4.825212E+09  2.985495E+11  1.817170E+08  3.698540E+09  3.880257E+09  6.413936E+15  3.296086E+16  3.493413E+16  2.600380E+15  3.334775E+15  2.427429E+00  2.672278E+16  3.764297E+04  9.680272E+17  1.124847E+16  1.677955E+13  1.038198E+15  1.054978E+15  3.842135E+01  9.615787E-03  1.913056E-02  6.057048E-12  1.011123E+01
  6.347695E-06  3.923869E-10  2.962137E+00  3.045869E+11  3.218824E+18  6.633963E+12  4.739559E+09  2.998474E+11  1.823639E+08  3.739011E+09  3.921375E+09  6.264088E+15  3.190063E+16  3.460455E+16  2.517470E+15  3.377172E+15  2.437982E+00  2.640568E+16  3.836483E+04  9.622667E+17  1.104879E+16  1.637608E+13  1.036030E+15  1.052406E+15  3.808081E+01  9.619192E-03  1.913734E-02  5.981588E-12  1.011123E+01
  6.386982E-06  3.937879E-10  2.921996E+00  3.057876E+11  3.218824E+18  6.594138E+12  4.652971E+09  3.011346E+11  1.830009E+08  3.779768E+09  3.962769E+09  6.131895E+15  3.108371E+16  3.429814E+16  2.443315E+15  3.418366E+15  2.448448E+00  2.608959E+16  3.897057E+04  9.564900E+17  1.084694E+16  1.598345E+13  1.034429E+15  1.050412E+15  3.739814E+01  9.626019E-03  1.915092E-02  5.855443E-12  1.011123E+01
  6.426617E-06  3.988994E-10  2.883348E+00  3.069768E+11  3.218824E+18  6.554200E+12  4.565640E+09  3.024111E+11  1.836280E+08  3.820826E+09  4.004454E+09  5.985108E+15  3.029641E+16  3.396626E+16  2.363562E+15  3.461117E+15  2.458827E+00  2.577452E+16  3.967091E+04  9.506970E+17  1.064336E+16  1.558272E+13  1.032142E+15  1.047725E+15  3.702438E+01  9.629756E-03  1.915836E-02  5.776709E-12  1.011123E+01
  6.466610E-06  4.013795E-10  2.844320E+00  3.081543E+11  3.218824E+18  6.514147E+12  4.477436E+09  3.036768E+11  1.842451E+08  3.862183E+09  4.046428E+09  5.850757E+15  2.966744E+16  3.364986E+16  2.290144E+15  3.503069E+15  2.469118E+00  2.546047E+16  4.028266E+04  9.448873E+17  1.043774E+16  1.518974E+13  1.030226E+15  1.045416E+15  3.643105E+01  9.635690E-03  1.917016E-02  5.665904E-12  1.011123E+01
  6.506974E-06  4.059024E-10  2.806351E+00  3.093206E+11  3.218824E+18  6.473976E+12  4.388899E+09  3.049317E+11  1.848523E+08  3.903860E+09  4.088713E+09  5.709811E+15  2.907845E+16  3.332032E+16  2.214849E+15  3.545913E+15  2.479321E+00  2.514742E+16  4.093891E+04  9.390605E+17  1.023134E+16  1.479512E+13  1.027935E+15  1.042730E+15  3.599946E+01  9.640005E-03  1.917875E-02  5.580170E-12  1.011123E+01
  6.547721E-06  4.084311E-10  2.768175E+00  3.104750E+11  3.218824E+18  6.433681E+12  4.299311E+09  3.061757E+11  1.854491E+08  3.945844E+09  4.131293E+09  5.578844E+15  2.859079E+16  3.300341E+16  2.144854E+15  3.588080E+15  2.489436E+00  2.483535E+16  4.151041E+04  9.332156E+17  1.002249E+16  1.440630E+13  1.025946E+15  1.040352E+15  3.541033E+01  9.645897E-03  1.919047E-02  5.471784E-12  1.011123E+01
  6.588868E-06  4.150647E-10  2.731908E+00  3.116169E+11  3.218824E+18  6.393253E+12  4.208259E+09  3.074086E+11  1.860356E+08  3.988137E+09  4.174173E+09  5.435336E+15  2.811122E+16  3.266343E+16  2.070316E+15  3.631774E+15  2.499461E+00  2.452421E+16  4.216226E+04  9.273515E+17  9.810235E+15  1.400862E+13  1.023314E+15  1.037322E+15  3.513231E+01  9.648677E-03  1.919600E-02  5.410488E-12  1.011123E+01
  6.630434E-06  4.181614E-10  2.696157E+00  3.127476E+11  3.218824E+18  6.352684E+12  4.116871E+09  3.086308E+11  1.866116E+08  4.030766E+09  4.217378E+09  5.307067E+15  2.772545E+16  3.234547E+16  2.003462E+15  3.674182E+15  2.509397E+00  2.421395E+16  4.268348E+04  9.214668E+17  9.597193E+15  1.362243E+13  1.021237E+15  1.034859E+15  3.458330E+01  9.654167E-03  1.920692E-02  5.309703E-12  1.011123E+01
  6.672435E-06  4.217981E-10  2.660654E+00  3.138667E+11  3.218824E+18  6.311964E+12  4.024758E+09  3.098420E+11  1.871774E+08  4.073744E+09  4.260921E+09  5.179399E+15  2.737391E+16  3.202504E+16  1.937616E+15  3.716821E+15  2.519245E+00  2.390453E+16  4.318639E+04  9.155604E+17  9.382460E+15  1.323738E+13  1.019066E+15  1.032304E+15  3.407389E+01  9.659261E-03  1.921706E-02  5.215588E-12  1.011123E+01
  6.714885E-06  4.264329E-10  2.626159E+00  3.149744E+11  3.218824E+18  6.271088E+12  3.932239E+09  3.110421E+11  1.877328E+08  4.117083E+09  4.304816E+09  5.051311E+15  2.704885E+16  3.170118E+16  1.872541E+15  3.759773E+15  2.529004E+00  2.359593E+16  4.367866E+04  9.096313E+17  9.166782E+15  1.285417E+13  1.016771E+15  1.029625E+15  3.363430E+01  9.663657E-03  1.922580E-02  5.132531E-12  1.011123E+01
  6.757804E-06  4.311293E-10  2.592370E+00  3.160709E+11  3.218824E+18  6.230046E+12  3.839596E+09  3.122313E+11  1.882779E+08  4.160801E+09  4.349079E+09  4.925914E+15  2.675087E+16  3.137909E+16  1.809545E+15  3.802692E+15  2.538673E+00  2.328808E+16  4.413404E+04  9.036781E+17  8.950813E+15  1.247551E+13  1.014494E+15  1.026969E+15  3.319533E+01  9.668047E-03  1.923454E-02  5.050264E-12  1.011123E+01
  6.801210E-06  4.373287E-10  2.559566E+00  3.171574E+11  3.218824E+18  6.188833E+12  3.747835E+09  3.134096E+11  1.888130E+08  4.204922E+09  4.393735E+09  4.798937E+15  2.646393E+16  3.105146E+16  1.746745E+15  3.846101E+15  2.548253E+00  2.298099E+16  4.460281E+04  8.977002E+17  8.736902E+15  1.210212E+13  1.012030E+15  1.024132E+15  3.285317E+01  9.671468E-03  1.924134E-02  4.982850E-12  1.011123E+01
  6.845126E-06  4.432680E-10  2.527171E+00  3.182328E+11  3.218824E+18  6.147431E+12  3.655771E+09  3.145770E+11  1.893380E+08  4.249450E+09  4.438788E+09  4.675702E+15  2.619600E+16  3.072779E+16  1.686528E+15  3.889315E+15  2.557745E+00  2.267454E+16  4.501664E+04  8.916947E+17  8.522284E+15  1.173334E+13  1.009647E+15  1.021381E+15  3.248542E+01  9.675146E-03  1.924866E-02  4.912290E-12  1.011123E+01
  6.889578E-06  4.469060E-10  2.495614E+00  3.192977E+11  3.218824E+18  6.105825E+12  3.563976E+09  3.157337E+11  1.898530E+08  4.294417E+09  4.484270E+09  4.562757E+15  2.595967E+16  3.041782E+16  1.631157E+15  3.931609E+15  2.567150E+00  2.236866E+16  4.532403E+04  8.856597E+17  8.308293E+15  1.137395E+13  1.007622E+15  1.018996E+15  3.196450E+01  9.680355E-03  1.925902E-02  4.819992E-12  1.011123E+01
  6.934583E-06  4.542652E-10  2.464912E+00  3.203527E+11  3.218824E+18  6.064010E+12  3.473002E+09  3.168797E+11  1.903583E+08  4.339842E+09  4.530200E+09  4.441797E+15  2.570667E+16  3.009264E+16  1.573586E+15  3.975095E+15  2.576467E+00  2.206333E+16  4.569414E+04  8.795944E+17  8.096215E+15  1.101635E+13  1.005142E+15  1.016158E+15  3.167411E+01  9.683259E-03  1.926480E-02  4.761903E-12  1.011123E+01
  6.980168E-06  4.593423E-10  2.434903E+00  3.213973E+11  3.218824E+18  6.021968E+12  3.382362E+09  3.180150E+11  1.908539E+08  4.385741E+09  4.576595E+09  4.330826E+15  2.548034E+16  2.978071E+16  1.520620E+15  4.017650E+15  2.585698E+00  2.175846E+16  4.595532E+04  8.734962E+17  7.884917E+15  1.066790E+13  1.003013E+15  1.013681E+15  3.123462E+01  9.687654E-03  1.927354E-02  4.682691E-12  1.011123E+01
  7.026358E-06  4.646577E-10  2.405274E+00  3.224324E+11  3.218824E+18  5.979690E+12  3.292787E+09  3.191397E+11  1.913400E+08  4.432146E+09  4.623486E+09  4.222037E+15  2.525933E+16  2.946970E+16  1.469263E+15  4.060187E+15  2.594843E+00  2.145401E+16  4.618659E+04  8.673637E+17  7.676102E+15  1.032687E+13  1.000888E+15  1.011215E+15  3.080444E+01  9.691956E-03  1.928210E-02  4.605416E-12  1.011123E+01
  7.073182E-06  4.708500E-10  2.376362E+00  3.234578E+11  3.218824E+18  5.937154E+12  3.203875E+09  3.202539E+11  1.918169E+08  4.479078E+09  4.670895E+09  4.113956E+15  2.503898E+16  2.915702E+16  1.418903E+15  4.102897E+15  2.603903E+00  2.114988E+16  4.639600E+04  8.611939E+17  7.468831E+15  9.991137E+12  9.986972E+14  1.008688E+15  3.041951E+01  9.695805E-03  1.928976E-02  4.535252E-12  1.011123E+01
  7.120668E-06  4.784900E-10  2.348466E+00  3.244735E+11  3.218824E+18  5.894349E+12  3.115762E+09  3.213578E+11  1.922845E+08  4.526565E+09  4.718849E+09  4.005253E+15  2.481370E+16  2.884112E+16  1.369170E+15  4.145907E+15  2.612878E+00  2.084601E+16  4.659392E+04  8.549849E+17  7.263424E+15  9.660657E+12  9.963941E+14  1.006055E+15  3.010797E+01  9.698920E-03  1.929596E-02  4.476191E-12  1.011123E+01
  7.168847E-06  4.865605E-10  2.321026E+00  3.254803E+11  3.218824E+18  5.851259E+12  3.029024E+09  3.224513E+11  1.927434E+08  4.574641E+09  4.767384E+09  3.899066E+15  2.459248E+16  2.852633E+16  1.321012E+15  4.188885E+15  2.621769E+00  2.054234E+16  4.676216E+04  8.487346E+17  7.061221E+15  9.338355E+12  9.941040E+14  1.003442E+15  2.980842E+01  9.701916E-03  1.930192E-02  4.419312E-12  1.011123E+01
  7.217753E-06  4.910935E-10  2.293979E+00  3.264780E+11  3.218824E+18  5.807864E+12  2.943316E+09  3.235347E+11  1.931935E+08  4.623330E+09  4.816523E+09  3.794753E+15  2.436919E+16  2.821303E+16  1.274482E+15  4.231778E+15  2.630578E+00  2.023877E+16  4.689135E+04  8.424402E+17  6.861421E+15  9.023166E+12  9.918428E+14  1.000866E+15  2.951788E+01  9.704821E-03  1.930770E-02  4.364171E-12  1.011123E+01
  7.267432E-06  5.009606E-10  2.268143E+00  3.274669E+11  3.218825E+18  5.764136E+12  2.858688E+09  3.246082E+11  1.936352E+08  4.672678E+09  4.866313E+09  3.699703E+15  2.416603E+16  2.791194E+16  1.231779E+15  4.273649E+15  2.639307E+00  1.993516E+16  4.691193E+04  8.360974E+17  6.664135E+15  8.717953E+12  9.899366E+14  9.986545E+14  2.907951E+01  9.709205E-03  1.931642E-02  4.288311E-12  1.011123E+01
  7.317915E-06  5.084476E-10  2.242494E+00  3.284474E+11  3.218825E+18  5.720062E+12  2.775469E+09  3.256719E+11  1.940688E+08  4.722723E+09  4.916791E+09  3.604108E+15  2.395664E+16  2.760714E+16  1.189497E+15  4.315837E+15  2.647955E+00  1.963146E+16  4.692885E+04  8.297043E+17  6.470137E+15  8.419285E+12  9.879142E+14  9.963335E+14  2.871394E+01  9.712861E-03  1.932369E-02  4.223350E-12  1.011123E+01
  7.369241E-06  5.157539E-10  2.217042E+00  3.294187E+11  3.218825E+18  5.675618E+12  2.692861E+09  3.267258E+11  1.944942E+08  4.773484E+09  4.967978E+09  3.511537E+15  2.374803E+16  2.730513E+16  1.149004E+15  4.357748E+15  2.656524E+00  1.932758E+16  4.688515E+04  8.232577E+17  6.277562E+15  8.126369E+12  9.859754E+14  9.941017E+14  2.832786E+01  9.716721E-03  1.933137E-02  4.155931E-12  1.011123E+01
  7.421460E-06  5.251296E-10  2.192835E+00  3.303821E+11  3.218825E+18  5.630783E+12  2.612025E+09  3.277701E+11  1.949119E+08  4.825014E+09  5.019926E+09  3.417986E+15  2.353198E+16  2.699821E+16  1.108692E+15  4.400094E+15  2.665015E+00  1.902343E+16  4.685079E+04  8.167544E+17  6.089120E+15  7.840667E+12  9.838863E+14  9.917270E+14  2.802984E+01  9.719702E-03  1.933730E-02  4.101474E-12  1.011123E+01
  7.474614E-06  5.342865E-10  2.168806E+00  3.313377E+11  3.218825E+18  5.585535E+12  2.532927E+09  3.288048E+11  1.953221E+08  4.877368E+09  5.072690E+09  3.327725E+15  2.331822E+16  2.669406E+16  1.070103E+15  4.442169E+15  2.673428E+00  1.871892E+16  4.677479E+04  8.101910E+17  5.904727E+15  7.563882E+12  9.818842E+14  9.894481E+14  2.770477E+01  9.722952E-03  1.934377E-02  4.043569E-12  1.011123E+01
  7.528763E-06  5.459366E-10  2.146094E+00  3.322853E+11  3.218825E+18  5.539838E+12  2.454986E+09  3.298303E+11  1.957250E+08  4.930581E+09  5.126307E+09  3.235809E+15  2.309245E+16  2.638447E+16  1.031625E+15  4.484724E+15  2.681766E+00  1.841388E+16  4.669976E+04  8.035627E+17  5.723032E+15  7.292240E+12  9.797213E+14  9.870135E+14  2.747574E+01  9.725243E-03  1.934833E-02  3.999647E-12  1.011123E+01
  7.583958E-06  5.579588E-10  2.123498E+00  3.332249E+11  3.218825E+18  5.493669E+12  2.378254E+09  3.308467E+11  1.961210E+08  4.984705E+09  5.180826E+09  3.146481E+15  2.286785E+16  2.607610E+16  9.945735E+14  4.527121E+15  2.690030E+00  1.810824E+16  4.658134E+04  7.968658E+17  5.544155E+15  7.027414E+12  9.776065E+14  9.846339E+14  2.724034E+01  9.727597E-03  1.935301E-02  3.955155E-12  1.011123E+01
  7.640247E-06  5.660296E-10  2.100787E+00  3.341567E+11  3.218825E+18  5.447007E+12  2.303026E+09  3.318537E+11  1.965100E+08  5.039785E+09  5.236295E+09  3.057180E+15  2.263602E+16  2.576476E+16  9.581255E+14  4.569763E+15  2.698217E+00  1.780193E+16  4.645312E+04  7.900975E+17  5.368785E+15  6.769226E+12  9.754092E+14  9.821784E+14  2.706215E+01  9.729378E-03  1.935655E-02  3.919045E-12  1.011123E+01
  7.697722E-06  5.819663E-10  2.079418E+00  3.350815E+11  3.218825E+18  5.399799E+12  2.229496E+09  3.328520E+11  1.968927E+08  5.095915E+09  5.292808E+09  2.977039E+15  2.242521E+16  2.546549E+16  9.250858E+14  4.611124E+15  2.706335E+00  1.749470E+16  4.621494E+04  7.832499E+17  5.197374E+15  6.521462E+12  9.736198E+14  9.801413E+14  2.669693E+01  9.733031E-03  1.936382E-02  3.856932E-12  1.011123E+01
  7.756432E-06  5.924608E-10  2.057715E+00  3.359989E+11  3.218825E+18  5.352027E+12  2.157466E+09  3.338414E+11  1.972692E+08  5.153135E+09  5.350404E+09  2.898508E+15  2.221092E+16  2.516632E+16  8.931601E+14  4.652350E+15  2.714379E+00  1.718652E+16  4.594350E+04  7.763205E+17  5.029458E+15  6.280712E+12  9.718632E+14  9.781439E+14  2.632910E+01  9.736709E-03  1.937114E-02  3.794840E-12  1.011123E+01
  7.816462E-06  6.047070E-10  2.036742E+00  3.369084E+11  3.218825E+18  5.303646E+12  2.086357E+09  3.348221E+11  1.976396E+08  5.211500E+09  5.409140E+09  2.812356E+15  2.196521E+16  2.485070E+16  8.593943E+14  4.695165E+15  2.722353E+00  1.687719E+16  4.574008E+04  7.693027E+17  4.863690E+15  6.041839E+12  9.696045E+14  9.756463E+14  2.622646E+01  9.737735E-03  1.937318E-02  3.770238E-12  1.011123E+01
  7.877903E-06  6.249945E-10  2.016353E+00  3.378105E+11  3.218825E+18  5.254607E+12  2.016340E+09  3.357942E+11  1.980042E+08  5.271100E+09  5.469104E+09  2.734357E+15  2.173924E+16  2.454470E+16  8.285075E+14  4.736817E+15  2.730257E+00  1.656654E+16  4.542566E+04  7.621896E+17  4.700467E+15  5.810744E+12  9.677008E+14  9.735115E+14  2.596462E+01  9.740354E-03  1.937839E-02  3.723630E-12  1.011123E+01
