# e, electric_fld, photo, N2_plus, O, O2_min, O2_plus, O_min
1.000000000000000021e-08,9.026499792146392678e+19,6.427749309877583291e+05,8.239847318119040894e+24,7.067335981781689958e+19,8.621462002662845440e+17,5.926901638839591680e+17,2.105708981511249920e+19,8.621462002662845440e+17,0.000000000000000000e+00,0.000000000000000000e+00
1.050000000000000138e-08,8.979960429958171853e+19,5.254746710794996470e+05,1.412711701675087980e+24,7.067519728785841357e+19,8.625063153275799040e+17,1.060673616627318016e+18,2.105708985330576998e+19,8.625063153275799040e+17,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000089e-08,8.932322121061305549e+19,4.556726590825553867e+05,5.135950999746908720e+23,7.067563275508214170e+19,8.625346697778302720e+17,1.539873978244532992e+18,2.105708985368034918e+19,8.625346697778302720e+17,0.000000000000000000e+00,0.000000000000000000e+00
1.150000000000000041e-08,8.883804181637070848e+19,4.192160827487864881e+05,2.379284705319353057e+23,7.067581225617749606e+19,8.625387690080312320e+17,2.026972865995110912e+18,2.105708985368034918e+19,8.625387690080312320e+17,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000157e-08,8.834764504283050803e+19,3.995752192270124797e+05,1.192803505832465070e+23,7.067589869646233600e+19,8.625400535552353280e+17,2.517915503014296064e+18,2.105708985368034918e+19,8.625400535552353280e+17,0.000000000000000000e+00,0.000000000000000000e+00
1.250000000000000109e-08,8.785572172078956544e+19,3.886554751470109913e+05,6.276119332457469392e+22,7.067594298663633715e+19,8.625406770928939520e+17,3.010340510349917184e+18,2.105708985368034918e+19,8.625406770928939520e+17,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000060e-08,8.736396269933877658e+19,3.830034216973627917e+05,3.444153332234288995e+22,7.067596672279049830e+19,8.625410469858295040e+17,3.502333921257026048e+18,2.105708985368034918e+19,8.625410469858295040e+17,0.000000000000000000e+00,0.000000000000000000e+00
1.350000000000000012e-08,8.687379304504770560e+19,3.809832093703646096e+05,1.971189412883260139e+22,7.067597998761780838e+19,8.625413711629588480e+17,3.992686491963039232e+18,2.105708985368034918e+19,8.625413711629588480e+17,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000129e-08,8.638613238567203635e+19,3.816847724375578109e+05,1.177726214072442028e+22,7.067598772369626726e+19,8.625416876356477440e+17,4.480465696374712832e+18,2.105708985368034918e+19,8.625416876356477440e+17,0.000000000000000000e+00,0.000000000000000000e+00
1.450000000000000080e-08,8.590171394416061645e+19,3.846459362411851762e+05,7.351834400451462169e+21,7.067599243720590131e+19,8.625420203311356160e+17,4.964960699096245248e+18,2.105708985368034918e+19,8.625420203311356160e+17,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000197e-08,8.542116385409338573e+19,3.896792129504539771e+05,4.788196461642448372e+21,7.067599543653476762e+19,8.625424098853578240e+17,5.445576100004149248e+18,2.105708985368034918e+19,8.625424098853578240e+17,0.000000000000000000e+00,0.000000000000000000e+00
1.549999999999999983e-08,8.494494054166403482e+19,3.968792025968062226e+05,3.241774569703084130e+21,7.067599742510459290e+19,8.625429957763924480e+17,5.921821106187577344e+18,2.105708985368034918e+19,8.625429957763924480e+17,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000100e-08,8.447366628171025613e+19,4.067059432148968917e+05,2.270666702409223897e+21,7.067599879295176704e+19,8.625438696779613440e+17,6.393093718069209088e+18,2.105708985368034918e+19,8.625438696779613440e+17,0.000000000000000000e+00,0.000000000000000000e+00
